customer_id,customer_segment,acquisition_channel,location,age,gender,total_orders,total_units,total_revenue,net_revenue,total_cost,gross_profit,gross_margin_percentage,average_order_value,first_purchase_date,last_purchase_date,recency_days,customer_lifespan_days,total_interactions,views,clicks,add_to_carts,email_opens,channels_used,interaction_types_used,has_interaction_history,annualized_order_frequency,click_rate,add_to_cart_rate,email_open_share,future_orders,future_revenue,churned
C00730,medium,ads,Bangalore,51,male,10,19,274181,255011.34,200995.17,54016.169999999984,21.18,25501.13,2024-10-22,2025-12-12,19,416,179,101,37,24,17,3,4,1,8.77,0.2067,0.1341,0.095,1,2657.7999999999997,0
C00347,medium,ads,Jaipur,19,female,8,17,273599,253282.66999999998,192237.88,61044.79,24.1,31660.33,2025-04-14,2025-11-12,49,212,143,73,34,24,12,3,4,1,13.77,0.2378,0.1678,0.0839,3,7310.5,0
C00104,medium,ads,Chennai,33,male,12,23,273513,255639.24,179461.53,76177.70999999999,29.8,21303.27,2025-04-17,2025-12-30,1,257,121,60,32,20,9,3,4,1,17.04,0.2645,0.1653,0.0744,5,108246.84,0
C00501,high,ads,Kolkata,27,male,19,39,272186,246043.43,193576.32,52467.10999999999,21.32,12949.65,2025-07-19,2025-12-26,5,160,162,78,43,22,19,3,4,1,43.34,0.2654,0.1358,0.1173,12,119203.17,0
C01140,medium,ads,Bangalore,31,male,19,31,271906,245664.47,191349.41,54315.06,22.11,12929.71,2025-01-18,2025-11-14,47,300,172,80,45,28,19,3,4,1,23.12,0.2616,0.1628,0.1105,6,58716.47,0
C00922,medium,organic,Chennai,36,female,16,34,270128,248633.98,188618.56,60015.42,24.14,15539.62,2025-04-21,2025-12-24,7,247,147,69,44,24,10,3,4,1,23.64,0.2993,0.1633,0.068,4,112672.47,0
C00678,medium,ads,Bhubaneswar,27,female,15,31,270043,223082.77,207318.1,15764.669999999987,7.07,14872.18,2024-11-09,2025-12-28,3,414,202,114,42,23,23,3,4,1,13.22,0.2079,0.1139,0.1139,1,7440.099999999999,0
C00669,medium,referral,Pune,25,male,18,37,269811,256409.84,195868.77,60541.06999999999,23.61,14244.99,2024-08-21,2025-12-04,27,470,230,119,46,43,22,3,4,1,13.98,0.2,0.187,0.0957,3,62620.98,0
C01210,medium,referral,Pune,31,male,9,19,267814,252977.41,187975.4,65002.009999999995,25.69,28108.6,2025-05-18,2025-11-25,36,191,111,50,29,19,13,3,4,1,17.2,0.2613,0.1712,0.1171,3,103648.05,0
C00521,medium,referral,Jaipur,27,female,6,14,267763,248403.69,185200.11000000002,63203.57999999999,25.44,41400.61,2025-09-13,2025-12-29,2,107,62,22,20,15,5,3,4,1,20.47,0.3226,0.2419,0.0806,4,187532.81999999998,0
C00281,medium,referral,Hyderabad,41,male,22,46,264576,248094.36,181989.61000000002,66104.75,26.65,11277.02,2024-06-10,2025-10-19,73,496,284,138,77,42,27,3,4,1,16.19,0.2711,0.1479,0.0951,5,99284.83,0
C00654,medium,ads,Chennai,24,male,8,20,264244,242508.95,193019.45,49489.499999999985,20.41,30313.62,2024-09-22,2025-12-06,25,440,218,107,54,33,24,3,4,1,6.64,0.2477,0.1514,0.1101,4,124307.37,0
C00527,high,referral,Mumbai,42,male,14,33,264179,232502.24,177601.71,54900.53,23.61,16607.3,2025-05-24,2025-12-31,0,221,220,113,59,27,21,3,4,1,23.12,0.2682,0.1227,0.0955,3,19387.23,0
C00695,medium,ads,Kolkata,18,male,17,36,263494,242964.18,191549.87,51414.31,21.16,14292.01,2024-05-20,2025-12-05,26,564,278,153,63,34,28,3,4,1,11.0,0.2266,0.1223,0.1007,0,0.0,1
C00989,high,referral,Pune,35,male,5,9,263311,243506.07,195212.58000000002,48293.48999999998,19.83,48701.21,2025-11-26,2025-12-30,1,34,41,25,10,3,3,3,4,1,53.68,0.2439,0.0732,0.0732,8,152660.62,0
C00583,medium,referral,Chennai,37,female,18,36,262705,248412.55,179930.63,68481.92,27.57,13800.7,2024-06-30,2025-11-25,36,513,237,135,57,33,12,3,4,1,12.81,0.2405,0.1392,0.0506,2,30464.88,0
C00013,medium,organic,Hyderabad,50,female,10,18,261766,240031.45,181031.69,58999.759999999995,24.58,24003.15,2025-04-29,2025-12-27,4,242,138,59,31,27,21,3,4,1,15.08,0.2246,0.1957,0.1522,3,79176.64,0
C00244,medium,ads,Bangalore,36,female,18,31,261235,244432.91,182406.14,62026.76999999999,25.38,13579.61,2024-12-21,2025-12-24,7,368,195,96,48,32,19,3,4,1,17.85,0.2462,0.1641,0.0974,6,130429.95999999999,0
C00057,high,referral,Delhi,24,male,9,18,260282,218626.28,196052.39,22573.889999999985,10.33,24291.81,2025-07-23,2025-12-22,9,152,166,78,44,28,16,3,4,1,21.61,0.2651,0.1687,0.0964,13,266305.7,0
C00446,medium,organic,Delhi,27,male,24,48,260282,236595.35,178512.79,58082.55999999998,24.55,9858.14,2024-04-16,2025-09-21,101,523,294,161,74,35,24,3,4,1,16.75,0.2517,0.119,0.0816,4,109647.78,0
C00812,medium,organic,Mumbai,32,male,8,16,258911,250645.9,168100.45,82545.44999999998,32.93,31330.74,2025-05-19,2025-12-22,9,217,115,58,32,14,11,3,4,1,13.46,0.2783,0.1217,0.0957,4,64310.97,0
C01092,medium,ads,Bangalore,25,male,14,28,258898,237095.16,173003.34,64091.82,27.03,16935.37,2024-05-18,2025-09-17,105,487,266,136,68,40,22,3,4,1,10.49,0.2556,0.1504,0.0827,3,20145.48,0
C00505,medium,organic,Bhubaneswar,29,female,19,38,255593,232634.71,183443.49,49191.22000000001,21.15,12243.93,2024-09-26,2025-12-19,12,449,230,125,53,32,20,3,4,1,15.45,0.2304,0.1391,0.087,3,13685.07,0
C01122,medium,ads,Pune,18,male,19,38,254514,236484.44,181478.19,55006.24999999999,23.26,12446.55,2024-05-13,2025-12-06,25,572,276,137,79,33,27,3,4,1,12.12,0.2862,0.1196,0.0978,6,114092.93,0
C00506,high,organic,Ahmedabad,35,female,22,41,254218,234471.44999999998,171433.25,63038.19999999999,26.89,10657.79,2025-08-04,2025-12-29,2,147,150,82,30,21,17,3,4,1,54.63,0.2,0.14,0.1133,5,125970.18,0
C00052,high,organic,Jaipur,33,male,18,34,253338,231181.27,184608.86000000002,46572.40999999999,20.15,12843.4,2025-08-28,2025-12-12,19,106,114,49,26,24,15,3,4,1,61.98,0.2281,0.2105,0.1316,6,164351.56,0
C01214,high,ads,Mumbai,33,female,9,19,251800,229745.97,170345.38,59400.58999999999,25.85,25527.33,2025-11-11,2025-12-28,3,47,44,25,7,11,1,3,4,1,69.89,0.1591,0.25,0.0227,7,131205.46,0
C01188,high,organic,Ahmedabad,20,female,12,27,250608,239286.13,177124.47,62161.65999999999,25.98,19940.51,2025-07-20,2025-12-31,0,164,162,73,38,29,22,3,4,1,26.71,0.2346,0.179,0.1358,10,182361.69,0
C00199,medium,referral,Ahmedabad,28,female,15,28,249162,228848.89,167832.12,61016.77,26.66,15256.59,2024-04-28,2025-10-19,73,539,295,152,73,39,31,3,4,1,10.16,0.2475,0.1322,0.1051,1,1769.6,0
C00477,high,organic,Bangalore,31,female,18,37,248771,234454.07,173539.16,60914.909999999996,25.98,13025.23,2025-09-14,2025-12-29,2,106,139,66,37,21,15,3,4,1,61.98,0.2662,0.1511,0.1079,16,387235.82999999996,0
C00712,medium,organic,Mumbai,24,male,7,15,248449,235015.72,170207.45,64808.27,27.58,33573.67,2025-07-11,2025-12-16,15,158,93,44,26,13,10,3,4,1,16.17,0.2796,0.1398,0.1075,5,90394.43,0
C00912,medium,organic,Kolkata,22,other,22,44,248432,234492.6,181190.6,53302.0,22.73,10658.75,2024-06-29,2025-11-28,33,517,260,127,69,41,23,3,4,1,15.53,0.2654,0.1577,0.0885,5,179351.22999999998,0
C00206,medium,ads,Bhubaneswar,27,male,12,26,245168,233231.78,169920.76,63311.01999999999,27.15,19435.98,2025-02-01,2025-12-08,23,310,160,85,36,21,18,3,4,1,14.13,0.225,0.1313,0.1125,3,88334.69999999998,0
C00929,medium,organic,Chennai,49,female,13,28,244837,230071.66,164611.23,65460.42999999999,28.45,17697.82,2024-11-25,2025-12-29,2,399,191,101,40,30,20,3,4,1,11.89,0.2094,0.1571,0.1047,2,22613.7,0
C01084,medium,ads,Bangalore,25,male,22,39,244257,221013.02,179985.18,41027.840000000004,18.56,10046.05,2024-01-16,2025-12-12,19,696,318,167,72,50,29,3,4,1,11.54,0.2264,0.1572,0.0912,3,207394.8,0
C00340,high,referral,Delhi,36,male,22,44,244117,229715.27,169463.24,60252.03,26.23,10441.6,2025-05-28,2025-12-31,0,217,230,113,58,35,24,3,4,1,37.0,0.2522,0.1522,0.1043,13,214067.18,0
C00509,medium,ads,Delhi,53,female,20,42,243676,220715.59,164640.38,56075.20999999999,25.41,11035.78,2024-03-19,2025-12-27,4,648,327,185,72,28,42,3,4,1,11.27,0.2202,0.0856,0.1284,2,26524.92,0
C00262,medium,organic,Delhi,35,female,18,39,241125,231202.34999999998,177773.01,53429.33999999999,23.11,12844.57,2024-11-04,2025-12-20,11,411,214,110,53,24,27,3,4,1,15.99,0.2477,0.1121,0.1262,5,100549.97,0
C00109,medium,ads,Bangalore,60,female,13,27,239181,223051.51,177224.19,45827.31999999999,20.55,17157.81,2025-02-14,2025-10-05,87,233,143,65,42,21,15,3,4,1,20.36,0.2937,0.1469,0.1049,4,34648.6,0
C00553,medium,organic,Jaipur,36,male,19,41,238089,227532.04,167642.96,59889.079999999994,26.32,11975.37,2024-10-20,2025-11-12,49,388,212,109,52,30,21,3,4,1,17.87,0.2453,0.1415,0.0991,4,235254.9,0
C00068,medium,referral,Bhubaneswar,31,male,15,32,236662,209287.88,164464.1,44823.77999999999,21.42,13952.53,2025-02-07,2025-12-28,3,324,150,79,32,24,15,3,4,1,16.9,0.2133,0.16,0.1,5,139632.88,0
C00141,medium,organic,Pune,30,female,13,29,235517,218732.56999999998,172607.03,46125.53999999999,21.09,16825.58,2025-04-25,2025-10-30,62,188,119,63,34,12,10,3,4,1,25.24,0.2857,0.1008,0.084,5,46998.23,0
C00734,medium,ads,Bangalore,40,female,9,17,235331,226308.44,173681.64,52626.8,23.25,25145.38,2025-04-12,2025-12-06,25,238,121,60,36,10,15,3,4,1,13.8,0.2975,0.0826,0.124,3,107335.56,0
C00687,medium,referral,Jaipur,40,female,10,18,235083,184726.76,176223.29,8503.469999999996,4.6,18472.68,2025-05-04,2025-10-28,64,177,126,59,34,21,12,3,4,1,20.62,0.2698,0.1667,0.0952,3,11693.14,0
C00309,medium,organic,Jaipur,39,male,11,22,233770,224044.41,161073.46000000002,62970.94999999999,28.11,20367.67,2025-05-22,2025-12-20,11,212,106,57,30,12,7,3,4,1,18.94,0.283,0.1132,0.066,4,59385.9,0
C00781,medium,organic,Pune,23,male,11,18,233660,217483.89,154344.88,63139.01000000001,29.03,19771.26,2024-08-15,2025-09-28,94,409,246,113,83,29,21,3,4,1,9.82,0.3374,0.1179,0.0854,3,24797.52,0
C00492,medium,ads,Ahmedabad,25,male,14,23,231833,214746.41999999998,156047.39,58699.02999999999,27.33,15339.03,2024-12-14,2025-12-26,5,377,203,97,47,37,22,3,4,1,13.55,0.2315,0.1823,0.1084,4,18814.079999999998,0
C01117,medium,referral,Bangalore,27,male,12,23,230720,199841.99,160402.29,39439.69999999999,19.74,16653.5,2025-04-27,2025-12-27,4,244,135,66,30,28,11,3,4,1,17.95,0.2222,0.2074,0.0815,2,8644.529999999999,0
C00032,medium,ads,Hyderabad,23,male,13,20,229279,221670.56,162395.75,59274.80999999999,26.74,17051.58,2025-07-19,2025-12-30,1,164,83,37,20,19,7,3,4,1,28.93,0.241,0.2289,0.0843,0,0.0,1
C00131,medium,ads,Hyderabad,32,female,16,37,229212,213513.77000000002,161868.66,51645.11000000001,24.19,13344.61,2025-04-25,2025-12-31,0,250,120,60,27,22,11,3,4,1,23.36,0.225,0.1833,0.0917,3,88662.74,0
C01028,medium,ads,Mumbai,35,female,15,33,228695,209031.55,160086.46,48945.09,23.42,13935.44,2025-02-16,2025-10-24,68,250,157,80,35,21,21,3,4,1,21.9,0.2229,0.1338,0.1338,1,8706.24,0
C00167,medium,organic,Mumbai,33,female,11,20,228142,215052.47,160719.45,54333.01999999999,25.27,19550.22,2025-02-04,2025-12-19,12,318,173,92,39,28,14,3,4,1,12.63,0.2254,0.1618,0.0809,4,130040.3,0
C00714,medium,referral,Bangalore,37,male,13,27,227795,219040.95,154443.55,64597.4,29.49,16849.3,2025-02-21,2025-12-30,1,312,146,70,36,23,17,3,4,1,15.21,0.2466,0.1575,0.1164,4,12438.199999999999,0
C00860,medium,organic,Mumbai,21,female,14,28,226920,212593.63,155169.86000000002,57423.76999999999,27.01,15185.26,2024-12-05,2025-10-12,80,311,195,106,44,31,14,3,4,1,16.43,0.2256,0.159,0.0718,4,88434.25,0
C00145,medium,ads,Delhi,18,male,6,12,226592,212481.56,159798.42,52683.14,24.79,35413.59,2025-08-31,2025-12-14,17,105,65,31,17,13,4,3,4,1,20.86,0.2615,0.2,0.0615,1,11048.4,0
C01147,medium,organic,Mumbai,40,male,20,34,225486,207788.84,160855.12,46933.71999999999,22.59,10389.44,2024-11-25,2025-12-14,17,384,196,91,56,34,15,3,4,1,19.01,0.2857,0.1735,0.0765,4,46557.439999999995,0
C00813,medium,referral,Bhubaneswar,23,male,21,41,225233,207787.57,163700.96,44086.60999999999,21.22,9894.65,2024-07-28,2025-12-24,7,514,223,109,62,28,24,3,4,1,14.91,0.278,0.1256,0.1076,3,16162.019999999999,0
C00802,medium,organic,Ahmedabad,43,female,29,49,225095,202007.69,157151.37,44856.32,22.21,6965.78,2024-04-26,2025-12-20,11,603,321,146,88,53,34,3,4,1,17.55,0.2741,0.1651,0.1059,2,22643.739999999998,0
C00982,medium,organic,Jaipur,25,male,3,5,221765,218838.49,165736.4,53102.08999999998,24.27,72946.16,2025-10-17,2025-11-12,49,26,32,20,8,3,1,3,4,1,42.12,0.25,0.0938,0.0313,2,17484.0,0
C00075,medium,organic,Hyderabad,30,female,12,27,220949,210550.12,157018.86,53531.26,25.42,17545.84,2025-02-16,2025-12-20,11,307,137,66,42,20,9,3,4,1,14.27,0.3066,0.146,0.0657,5,47014.04,0
C00610,medium,organic,Hyderabad,36,other,5,10,220926,214027.12,146884.56,67142.56,31.37,42805.42,2025-10-19,2025-12-15,16,57,49,23,11,7,8,3,4,1,32.02,0.2245,0.1429,0.1633,1,21075.66,0
C00297,medium,organic,Hyderabad,50,female,11,25,220184,205922.38,149698.89,56223.48999999999,27.3,18720.22,2025-04-21,2025-11-09,52,202,126,75,22,16,13,3,4,1,19.88,0.1746,0.127,0.1032,2,16741.92,0
C00177,medium,ads,Delhi,24,male,10,17,219886,200487.32,154507.76,45979.56,22.93,20048.73,2025-01-14,2025-12-13,18,333,148,80,29,25,14,3,4,1,10.96,0.1959,0.1689,0.0946,4,72995.69,0
C01056,medium,ads,Kolkata,46,male,14,32,217328,203004.46,152615.92,50388.53999999999,24.82,14500.32,2024-07-28,2025-06-05,209,312,238,139,40,35,24,3,4,1,16.38,0.1681,0.1471,0.1008,5,64970.1,0
C00707,medium,organic,Bhubaneswar,25,male,19,36,215335,202485.66999999998,149904.4,52581.27,25.97,10657.14,2024-07-24,2025-11-18,43,482,280,135,67,49,29,3,4,1,14.39,0.2393,0.175,0.1036,0,0.0,1
C00963,medium,ads,Mumbai,40,male,20,37,215135,197806.33,156903.45,40902.87999999999,20.68,9890.32,2024-08-06,2025-12-24,7,505,255,132,69,39,15,3,4,1,14.46,0.2706,0.1529,0.0588,3,73362.47,0
C00204,medium,referral,Hyderabad,40,female,7,13,214809,196036.29,148213.31,47822.98000000001,24.39,28005.18,2025-06-13,2025-11-03,58,143,92,41,24,14,13,3,4,1,17.87,0.2609,0.1522,0.1413,2,81762.82999999999,0
C00073,medium,ads,Jaipur,22,female,9,21,214124,204892.75,143856.41,61036.33999999999,29.79,22765.86,2025-06-06,2025-12-19,12,196,104,48,25,19,12,3,4,1,16.76,0.2404,0.1827,0.1154,4,41046.22,0
C00693,medium,organic,Pune,35,male,16,36,211871,172313.73,154129.45,18184.28,10.55,10769.61,2025-02-20,2025-12-31,0,314,154,80,40,25,9,3,4,1,18.6,0.2597,0.1623,0.0584,2,15804.18,0
C00942,medium,organic,Ahmedabad,24,female,13,30,211713,197889.89,141501.61000000002,56388.28,28.49,15222.3,2024-12-17,2025-10-30,62,317,203,105,49,27,22,3,4,1,14.97,0.2414,0.133,0.1084,1,1655.0800000000002,0
C00175,medium,ads,Mumbai,25,female,22,45,211698,194779.28,148365.08,46414.2,23.83,8853.6,2024-08-16,2025-12-05,26,476,239,121,57,41,20,3,4,1,16.87,0.2385,0.1715,0.0837,2,56321.74,0
C00602,medium,referral,Pune,28,female,19,31,211499,195674.84,144038.69,51636.15,26.39,10298.68,2024-10-08,2025-12-10,21,428,221,108,55,32,26,3,4,1,16.2,0.2489,0.1448,0.1176,3,49622.36,0
C00822,medium,organic,Jaipur,40,female,13,28,210225,193233.47,145995.48,47237.99,24.45,14864.11,2025-01-14,2025-12-25,6,345,150,71,43,20,16,3,4,1,13.75,0.2867,0.1333,0.1067,2,4845.639999999999,0
C00574,medium,referral,Kolkata,22,male,20,40,209944,190665.34999999998,148470.81,42194.539999999986,22.13,9533.27,2024-06-22,2025-10-25,67,490,273,148,53,45,27,3,4,1,14.9,0.1941,0.1648,0.0989,1,1681.68,0
C00044,medium,ads,Pune,21,male,7,17,209161,195669.5,138480.59,57188.909999999996,29.23,27952.79,2025-06-25,2025-12-23,8,181,118,57,31,17,13,3,4,1,14.12,0.2627,0.1441,0.1102,5,62964.090000000004,0
C01082,low,organic,Chennai,64,male,5,13,208281,178617.72,142693.25999999998,35924.46000000001,20.11,35723.54,2024-11-21,2025-09-12,110,295,91,60,11,12,8,3,4,1,6.19,0.1209,0.1319,0.0879,0,0.0,1
C00615,medium,ads,Jaipur,43,female,12,28,207629,190146.84999999998,139666.09,50480.75999999999,26.55,15845.57,2025-03-15,2025-11-17,44,247,149,76,44,17,12,3,4,1,17.73,0.2953,0.1141,0.0805,1,7297.08,0
C01189,medium,organic,Kolkata,35,female,14,28,207221,182122.71,143547.39,38575.32,21.18,13008.76,2024-12-12,2025-12-05,26,358,165,73,47,27,18,3,4,1,14.27,0.2848,0.1636,0.1091,3,39230.75,0
C00081,medium,organic,Delhi,44,female,17,32,207163,197310.5,153396.65,43913.85,22.26,11606.5,2024-11-04,2025-12-23,8,414,230,101,70,33,26,3,4,1,14.99,0.3043,0.1435,0.113,4,53582.21,0
C00820,medium,ads,Pune,38,female,16,29,205041,196606.56,139552.38,57054.17999999999,29.02,12287.91,2025-01-11,2025-12-23,8,346,155,75,36,28,16,3,4,1,16.88,0.2323,0.1806,0.1032,1,16467.92,0
C00279,medium,ads,Delhi,18,female,5,8,204295,191592.16999999998,156126.81,35465.359999999986,18.51,38318.43,2025-10-28,2025-11-26,35,29,38,22,9,4,3,3,4,1,62.93,0.2368,0.1053,0.0789,3,6888.53,0
C00062,medium,ads,Chennai,24,female,13,31,203986,176345.32,150509.28,25836.040000000005,14.65,13565.02,2025-03-09,2025-11-17,44,253,133,64,30,26,13,3,4,1,18.75,0.2256,0.1955,0.0977,3,29931.879999999997,0
C00724,medium,ads,Kolkata,29,male,9,17,203918,190921.33,144163.43,46757.899999999994,24.49,21213.48,2025-01-13,2025-12-06,25,327,151,85,32,18,16,3,4,1,10.05,0.2119,0.1192,0.106,4,56105.810000000005,0
C00648,medium,organic,Mumbai,23,male,11,24,201911,185990.11,132179.04,53811.06999999998,28.93,16908.19,2025-01-04,2025-11-30,31,330,172,94,41,18,19,3,4,1,12.17,0.2384,0.1047,0.1105,5,44195.87,0
C00393,medium,organic,Delhi,37,female,7,16,201105,169779.76,140913.17,28866.58999999999,17.0,24254.25,2025-07-27,2025-12-04,27,130,113,57,24,24,8,3,4,1,19.65,0.2124,0.2124,0.0708,1,13218.3,0
C00681,medium,organic,Pune,33,male,14,29,200825,185008.14,145028.9,39979.24,21.61,13214.87,2025-02-23,2025-11-23,38,273,132,64,37,19,12,3,4,1,18.72,0.2803,0.1439,0.0909,1,4324.5,0
C01015,medium,organic,Pune,33,male,11,24,200344,189446.65,135672.73,53773.920000000006,28.38,17222.42,2025-06-17,2025-12-24,7,190,94,46,19,23,6,3,4,1,21.13,0.2021,0.2447,0.0638,8,127682.53,0
C00646,medium,ads,Bangalore,42,female,11,22,200286,172758.97,134346.2,38412.77,22.23,15705.36,2025-05-01,2025-12-27,4,240,125,64,34,14,13,3,4,1,16.73,0.272,0.112,0.104,3,13161.64,0
C00887,medium,referral,Bhubaneswar,50,male,7,14,200195,163216.17,140728.46000000002,22487.709999999995,13.78,23316.6,2025-06-29,2025-12-27,4,181,110,64,30,8,8,3,4,1,14.12,0.2727,0.0727,0.0727,3,50304.27,0
C01194,medium,organic,Bhubaneswar,21,female,10,21,200104,170505.68,133133.23,37372.45,21.92,17050.57,2024-11-19,2025-12-29,2,405,185,94,43,28,20,3,4,1,9.01,0.2324,0.1514,0.1081,6,88061.41,0
C00154,medium,ads,Pune,23,female,9,19,200033,193674.91999999998,147412.9,46262.02,23.89,21519.44,2025-07-18,2025-12-25,6,160,87,45,22,15,5,3,4,1,20.53,0.2529,0.1724,0.0575,3,11082.119999999999,0
C00907,high,referral,Chennai,26,female,14,30,199448,181545.93,137783.0,43762.93,24.11,12967.57,2025-08-12,2025-12-10,21,120,160,82,42,17,19,3,4,1,42.58,0.2625,0.1062,0.1187,15,431171.61,0
C01030,medium,referral,Bhubaneswar,18,male,18,37,196880,180374.82,132993.04,47381.77999999999,26.27,10020.82,2024-05-19,2025-12-23,8,583,283,144,69,40,30,3,4,1,11.27,0.2438,0.1413,0.106,4,29709.0,0
C01200,medium,ads,Bhubaneswar,53,male,5,11,196784,191315.16,142232.02000000002,49083.139999999985,25.66,38263.03,2025-05-08,2025-12-29,2,235,117,53,25,17,22,3,4,1,7.77,0.2137,0.1453,0.188,2,11413.64,0
C00234,medium,organic,Pune,32,male,15,29,195030,183419.94,133435.88,49984.06,27.25,12228.0,2024-10-20,2025-12-27,4,433,220,114,53,38,15,3,4,1,12.64,0.2409,0.1727,0.0682,3,73320.54,0
C00696,medium,ads,Delhi,26,male,8,15,194293,171193.15,128822.58,42370.56999999999,24.75,21399.14,2024-12-14,2025-11-14,47,335,174,92,40,20,22,3,4,1,8.72,0.2299,0.1149,0.1264,4,81930.52,0
C01187,medium,referral,Mumbai,33,female,14,25,193999,177672.27,139761.06,37911.20999999999,21.34,12690.88,2024-12-27,2025-11-30,31,338,142,70,30,27,15,3,4,1,15.12,0.2113,0.1901,0.1056,2,78815.1,0
C00367,high,ads,Pune,29,other,18,36,193317,178695.24,136857.33,41837.90999999999,23.41,9927.51,2025-07-23,2025-12-30,1,160,151,82,35,19,15,3,4,1,41.06,0.2318,0.1258,0.0993,7,176936.38999999998,0
C01128,medium,referral,Chennai,19,male,12,19,193232,180976.13,134720.42,46255.71,25.56,15081.34,2024-10-26,2025-12-31,0,431,206,105,51,28,22,3,4,1,10.16,0.2476,0.1359,0.1068,5,14360.16,0
C00487,medium,ads,Chennai,50,male,15,35,192848,183657.81,128580.12,55077.689999999995,29.99,12243.85,2025-04-07,2025-12-29,2,266,141,67,37,30,7,3,4,1,20.58,0.2624,0.2128,0.0496,7,97890.92,0
C00564,medium,referral,Bhubaneswar,18,female,12,23,192324,181509.84,132548.84,48961.0,26.97,15125.82,2025-03-20,2025-12-31,0,286,135,78,33,17,7,3,4,1,15.31,0.2444,0.1259,0.0519,2,7391.44,0
C00353,medium,referral,Ahmedabad,49,male,5,11,192269,186424.3,143628.21,42796.09,22.96,37284.86,2025-06-13,2025-12-05,26,175,109,57,24,21,7,3,4,1,10.43,0.2202,0.1927,0.0642,1,4814.679999999999,0
C00944,high,organic,Ahmedabad,23,male,11,24,191792,178833.36,142248.90000000002,36584.459999999985,20.46,16257.58,2025-10-28,2025-12-17,14,50,68,30,21,12,5,3,4,1,80.3,0.3088,0.1765,0.0735,9,71940.45,0
C00273,medium,organic,Bhubaneswar,36,male,10,20,190896,144001.75999999998,134138.02,9863.739999999994,6.85,14400.18,2025-04-14,2025-11-16,45,216,126,62,39,11,14,3,4,1,16.9,0.3095,0.0873,0.1111,2,28089.539999999997,0
C00903,medium,ads,Delhi,34,male,17,34,190098,175069.26,133324.39,41744.869999999995,23.84,10298.19,2024-06-14,2025-12-11,20,545,273,127,71,43,32,3,4,1,11.39,0.2601,0.1575,0.1172,1,49468.44,0
C00592,high,referral,Jaipur,36,female,13,29,189910,179404.97,135679.9,43725.069999999985,24.37,13800.38,2025-10-01,2025-12-23,8,83,110,53,26,16,15,3,4,1,57.17,0.2364,0.1455,0.1364,8,270514.96,0
C00650,medium,referral,Bangalore,43,other,15,27,189654,174795.88,140625.1,34170.78,19.55,11653.06,2025-02-08,2025-12-20,11,315,154,74,41,19,20,3,4,1,17.38,0.2662,0.1234,0.1299,3,14831.84,0
C00356,high,ads,Bangalore,20,female,13,21,189510,177825.18,132194.43,45630.75,25.66,13678.86,2025-09-12,2025-12-29,2,108,119,56,33,20,10,3,4,1,43.94,0.2773,0.1681,0.084,10,107910.45,0
C00950,medium,organic,Pune,23,male,8,17,187706,148227.81,133102.34999999998,15125.46,10.2,18528.48,2025-09-01,2025-12-21,10,111,71,34,20,11,6,3,4,1,26.31,0.2817,0.1549,0.0845,4,28084.14,0
C01090,medium,ads,Pune,29,female,13,32,186915,178552.81,129028.88,49523.93,27.74,13734.83,2024-12-05,2025-11-28,33,358,189,101,43,32,13,3,4,1,13.25,0.2275,0.1693,0.0688,3,29090.58,0
C00326,medium,referral,Pune,19,female,7,13,186712,177123.04,125695.36,51427.68000000001,29.04,25303.29,2025-09-17,2025-11-08,53,52,134,75,30,16,13,3,4,1,49.13,0.2239,0.1194,0.097,3,49266.72,0
C00037,medium,ads,Mumbai,36,female,13,27,186601,155324.44,125522.84000000001,29801.6,19.19,11948.03,2025-05-03,2025-12-13,18,224,123,56,30,25,12,3,4,1,21.18,0.2439,0.2033,0.0976,6,118630.90000000001,0
C00865,medium,ads,Bhubaneswar,35,female,21,38,186324,171119.55,134773.36000000002,36346.189999999995,21.24,8148.55,2024-09-15,2025-11-26,35,437,236,111,69,35,21,3,4,1,17.54,0.2924,0.1483,0.089,5,60287.43,0
C01155,medium,organic,Bhubaneswar,39,female,7,13,185821,169475.36000000002,120210.36000000002,49265.0,29.07,24210.77,2025-03-27,2025-09-29,93,186,177,97,37,21,22,3,4,1,13.74,0.209,0.1186,0.1243,4,77054.44,0
C00063,medium,organic,Mumbai,22,other,9,21,185629,174796.3,137894.23,36902.07,21.11,19421.81,2025-05-31,2025-11-24,37,177,98,48,31,15,4,3,4,1,18.56,0.3163,0.1531,0.0408,3,16638.44,0
C00520,medium,ads,Hyderabad,25,male,17,33,185417,169166.93,128061.71,41105.219999999994,24.3,9951.0,2024-04-14,2025-11-26,35,591,267,144,59,41,23,3,4,1,10.5,0.221,0.1536,0.0861,5,73886.09999999999,0
C00218,medium,referral,Ahmedabad,55,male,14,27,185255,175247.58,135668.65,39578.92999999999,22.58,12517.68,2025-03-11,2025-12-16,15,280,172,79,45,30,18,3,4,1,18.25,0.2616,0.1744,0.1047,5,114297.23,0
C00402,high,ads,Hyderabad,45,female,10,18,185155,161818.86,129685.03,32133.829999999998,19.86,16181.89,2025-10-30,2025-12-17,14,48,74,38,15,13,8,3,4,1,76.04,0.2027,0.1757,0.1081,14,138045.81,0
C00374,high,organic,Delhi,41,male,4,7,183955,172858.47,126792.3,46066.16999999999,26.65,43214.62,2025-11-03,2025-11-22,39,19,98,47,31,11,9,3,4,1,76.84,0.3163,0.1122,0.0918,10,256782.63999999998,0
