interaction_id,customer_id,interaction_type,product_id,interaction_timestamp,channel,interaction_date,interaction_hour,interaction_month
97413,C00481,email_open,P0003,2026-03-20,email,2026-03-20,0,2026-03
97414,C00481,view,,2026-03-07,app,2026-03-07,0,2026-03
97415,C00481,view,P0106,2026-03-12,web,2026-03-12,0,2026-03
97416,C00481,click,P0025,2026-03-12,web,2026-03-12,0,2026-03
97417,C00481,click,P0003,2026-03-30,app,2026-03-30,0,2026-03
97418,C00481,click,P0086,2026-03-20,web,2026-03-20,0,2026-03
97419,C00481,view,P0030,2026-03-31,app,2026-03-31,0,2026-03
97420,C00481,click,,2026-03-15,web,2026-03-15,0,2026-03
97421,C00481,view,,2026-03-23,web,2026-03-23,0,2026-03
97422,C00481,view,P0029,2026-03-23,app,2026-03-23,0,2026-03
97423,C00481,view,P0118,2026-03-19,web,2026-03-19,0,2026-03
97424,C00481,click,,2026-03-23,web,2026-03-23,0,2026-03
97425,C00481,email_open,P0058,2026-03-16,email,2026-03-16,0,2026-03
97426,C00481,view,P0049,2026-03-12,web,2026-03-12,0,2026-03
97427,C00481,view,P0059,2026-03-27,web,2026-03-27,0,2026-03
97428,C00481,view,P0083,2026-03-31,app,2026-03-31,0,2026-03
97429,C00481,view,P0039,2026-03-27,web,2026-03-27,0,2026-03
97430,C00481,view,P0019,2026-03-12,app,2026-03-12,0,2026-03
97431,C00481,view,,2026-03-10,app,2026-03-10,0,2026-03
97432,C00481,view,P0117,2026-03-27,web,2026-03-27,0,2026-03
97433,C00481,click,P0110,2026-03-09,web,2026-03-09,0,2026-03
97434,C00481,click,P0113,2026-03-03,web,2026-03-03,0,2026-03
97435,C00481,view,P0002,2026-03-28,web,2026-03-28,0,2026-03
97436,C00481,email_open,P0100,2026-03-29,email,2026-03-29,0,2026-03
97437,C00482,view,,2025-06-24,web,2025-06-24,0,2025-06
97438,C00482,click,P0037,2025-06-20,web,2025-06-20,0,2025-06
97439,C00482,click,P0005,2025-06-12,web,2025-06-12,0,2025-06
97440,C00482,add_to_cart,P0021,2025-06-21,app,2025-06-21,0,2025-06
97441,C00482,add_to_cart,P0035,2025-06-18,web,2025-06-18,0,2025-06
97442,C00482,add_to_cart,P0024,2025-07-29,web,2025-07-29,0,2025-07
97443,C00482,view,,2025-07-17,web,2025-07-17,0,2025-07
97444,C00482,view,P0066,2025-07-30,web,2025-07-30,0,2025-07
97445,C00482,view,,2025-07-01,web,2025-07-01,0,2025-07
97446,C00482,click,,2025-07-08,web,2025-07-08,0,2025-07
97447,C00482,view,,2025-07-01,web,2025-07-01,0,2025-07
97448,C00482,view,P0075,2025-07-07,app,2025-07-07,0,2025-07
97449,C00482,add_to_cart,,2025-08-19,web,2025-08-19,0,2025-08
97450,C00482,view,P0017,2025-08-19,web,2025-08-19,0,2025-08
97451,C00482,view,P0014,2025-08-28,app,2025-08-28,0,2025-08
97452,C00482,view,P0115,2025-08-13,web,2025-08-13,0,2025-08
97453,C00482,view,,2025-08-15,web,2025-08-15,0,2025-08
97454,C00482,view,P0036,2025-08-10,web,2025-08-10,0,2025-08
97455,C00482,view,P0077,2025-08-07,web,2025-08-07,0,2025-08
97456,C00482,view,P0094,2025-08-07,web,2025-08-07,0,2025-08
97457,C00482,email_open,,2025-09-29,email,2025-09-29,0,2025-09
97458,C00482,view,P0091,2025-09-10,web,2025-09-10,0,2025-09
97459,C00482,view,,2025-09-16,web,2025-09-16,0,2025-09
97460,C00482,view,P0038,2025-09-17,app,2025-09-17,0,2025-09
97461,C00482,click,,2025-09-20,app,2025-09-20,0,2025-09
97462,C00482,view,P0071,2025-09-03,web,2025-09-03,0,2025-09
97463,C00482,add_to_cart,P0110,2025-09-30,web,2025-09-30,0,2025-09
97464,C00482,view,P0067,2025-10-29,web,2025-10-29,0,2025-10
97465,C00482,click,P0065,2025-10-24,web,2025-10-24,0,2025-10
97466,C00482,click,,2025-10-02,web,2025-10-02,0,2025-10
97467,C00483,view,P0089,2024-04-17,web,2024-04-17,0,2024-04
97468,C00483,click,P0098,2024-04-10,app,2024-04-10,0,2024-04
97469,C00483,add_to_cart,,2024-04-22,web,2024-04-22,0,2024-04
97470,C00483,view,P0075,2024-04-20,app,2024-04-20,0,2024-04
97471,C00483,add_to_cart,P0042,2024-05-08,web,2024-05-08,0,2024-05
97472,C00483,click,,2024-05-26,web,2024-05-26,0,2024-05
97473,C00483,click,P0103,2024-05-07,web,2024-05-07,0,2024-05
97474,C00483,view,P0090,2024-05-15,web,2024-05-15,0,2024-05
97475,C00483,view,P0038,2024-06-13,app,2024-06-13,0,2024-06
97476,C00483,click,,2024-06-30,web,2024-06-30,0,2024-06
97477,C00483,view,,2024-06-03,app,2024-06-03,0,2024-06
97478,C00483,view,,2024-06-04,web,2024-06-04,0,2024-06
97479,C00484,view,P0104,2024-06-29,web,2024-06-29,0,2024-06
97480,C00484,click,P0116,2024-07-23,web,2024-07-23,0,2024-07
97481,C00484,view,P0092,2024-07-03,web,2024-07-03,0,2024-07
97482,C00484,view,,2024-07-31,web,2024-07-31,0,2024-07
97483,C00484,view,P0016,2024-07-26,app,2024-07-26,0,2024-07
97484,C00484,view,P0005,2024-07-17,web,2024-07-17,0,2024-07
97485,C00484,email_open,P0114,2024-07-22,email,2024-07-22,0,2024-07
97486,C00484,view,P0069,2024-07-10,web,2024-07-10,0,2024-07
97487,C00484,view,P0004,2024-07-17,app,2024-07-17,0,2024-07
97488,C00484,click,P0057,2024-07-20,web,2024-07-20,0,2024-07
97489,C00484,view,,2024-07-30,web,2024-07-30,0,2024-07
97490,C00484,view,P0047,2024-07-30,web,2024-07-30,0,2024-07
97491,C00484,view,P0035,2024-07-13,app,2024-07-13,0,2024-07
97492,C00484,add_to_cart,P0011,2024-07-16,web,2024-07-16,0,2024-07
97493,C00484,add_to_cart,P0026,2024-07-24,web,2024-07-24,0,2024-07
97494,C00484,view,,2024-07-25,app,2024-07-25,0,2024-07
97495,C00484,view,P0077,2024-07-29,web,2024-07-29,0,2024-07
97496,C00484,email_open,P0010,2024-07-18,email,2024-07-18,0,2024-07
97497,C00484,view,P0094,2024-07-04,app,2024-07-04,0,2024-07
97498,C00484,click,,2024-07-18,web,2024-07-18,0,2024-07
97499,C00484,view,P0011,2024-08-18,web,2024-08-18,0,2024-08
97500,C00484,click,,2024-08-19,web,2024-08-19,0,2024-08
97501,C00484,view,,2024-08-29,app,2024-08-29,0,2024-08
97502,C00484,view,P0081,2024-08-18,app,2024-08-18,0,2024-08
97503,C00484,view,P0044,2024-08-08,app,2024-08-08,0,2024-08
97504,C00484,view,P0099,2024-08-12,web,2024-08-12,0,2024-08
97505,C00484,click,P0059,2024-08-19,web,2024-08-19,0,2024-08
97506,C00484,click,P0072,2024-08-24,web,2024-08-24,0,2024-08
97507,C00484,add_to_cart,P0043,2024-08-11,web,2024-08-11,0,2024-08
97508,C00484,view,P0004,2024-08-13,web,2024-08-13,0,2024-08
97509,C00484,view,P0020,2024-08-07,web,2024-08-07,0,2024-08
97510,C00484,view,P0070,2024-09-03,web,2024-09-03,0,2024-09
97511,C00484,add_to_cart,,2024-09-08,web,2024-09-08,0,2024-09
97512,C00484,view,,2024-09-15,app,2024-09-15,0,2024-09
97513,C00484,add_to_cart,P0116,2024-09-27,web,2024-09-27,0,2024-09
97514,C00484,view,P0046,2024-09-10,app,2024-09-10,0,2024-09
97515,C00484,view,,2024-09-04,web,2024-09-04,0,2024-09
97516,C00484,add_to_cart,,2024-09-07,app,2024-09-07,0,2024-09
97517,C00484,view,,2024-09-27,web,2024-09-27,0,2024-09
97518,C00484,view,P0072,2024-09-23,web,2024-09-23,0,2024-09
97519,C00484,view,P0013,2024-09-18,web,2024-09-18,0,2024-09
97520,C00484,email_open,P0063,2024-09-19,email,2024-09-19,0,2024-09
97521,C00484,view,P0118,2024-09-29,web,2024-09-29,0,2024-09
97522,C00484,view,,2024-09-28,web,2024-09-28,0,2024-09
97523,C00484,view,P0084,2024-09-23,app,2024-09-23,0,2024-09
97524,C00484,view,,2024-09-09,web,2024-09-09,0,2024-09
97525,C00484,view,,2024-09-01,web,2024-09-01,0,2024-09
97526,C00484,view,P0005,2024-09-16,app,2024-09-16,0,2024-09
97527,C00484,click,,2024-09-07,web,2024-09-07,0,2024-09
97528,C00484,view,,2024-09-03,web,2024-09-03,0,2024-09
97529,C00484,view,P0037,2024-10-30,web,2024-10-30,0,2024-10
97530,C00484,view,P0101,2024-10-23,app,2024-10-23,0,2024-10
97531,C00484,email_open,P0028,2024-10-21,email,2024-10-21,0,2024-10
97532,C00484,click,P0070,2024-10-27,web,2024-10-27,0,2024-10
97533,C00484,view,,2024-10-22,app,2024-10-22,0,2024-10
97534,C00484,view,P0073,2024-10-11,web,2024-10-11,0,2024-10
97535,C00484,click,P0027,2024-10-27,web,2024-10-27,0,2024-10
97536,C00484,view,P0047,2024-10-24,web,2024-10-24,0,2024-10
97537,C00484,view,P0039,2024-10-04,web,2024-10-04,0,2024-10
97538,C00484,view,,2024-10-17,web,2024-10-17,0,2024-10
97539,C00484,view,P0009,2024-11-15,web,2024-11-15,0,2024-11
97540,C00484,add_to_cart,P0029,2024-11-26,app,2024-11-26,0,2024-11
97541,C00484,email_open,P0007,2024-11-24,email,2024-11-24,0,2024-11
97542,C00484,click,P0002,2024-11-19,web,2024-11-19,0,2024-11
97543,C00484,view,P0019,2024-11-11,web,2024-11-11,0,2024-11
97544,C00484,view,P0012,2024-11-13,web,2024-11-13,0,2024-11
97545,C00484,view,,2024-11-26,web,2024-11-26,0,2024-11
97546,C00484,email_open,,2024-11-08,email,2024-11-08,0,2024-11
97547,C00484,view,,2024-11-17,app,2024-11-17,0,2024-11
97548,C00484,add_to_cart,P0108,2024-11-02,web,2024-11-02,0,2024-11
97549,C00484,add_to_cart,P0019,2024-11-11,web,2024-11-11,0,2024-11
97550,C00484,view,,2024-11-18,web,2024-11-18,0,2024-11
97551,C00484,view,P0022,2024-11-07,web,2024-11-07,0,2024-11
97552,C00484,view,,2024-11-07,web,2024-11-07,0,2024-11
97553,C00484,add_to_cart,P0049,2024-11-19,web,2024-11-19,0,2024-11
97554,C00484,click,P0100,2024-11-18,app,2024-11-18,0,2024-11
97555,C00484,email_open,P0035,2024-11-19,email,2024-11-19,0,2024-11
97556,C00484,view,,2024-11-08,web,2024-11-08,0,2024-11
97557,C00484,view,,2024-11-01,web,2024-11-01,0,2024-11
97558,C00484,view,P0078,2024-11-04,web,2024-11-04,0,2024-11
97559,C00484,add_to_cart,P0033,2024-12-09,app,2024-12-09,0,2024-12
97560,C00484,view,,2024-12-10,web,2024-12-10,0,2024-12
97561,C00484,add_to_cart,P0076,2024-12-13,web,2024-12-13,0,2024-12
97562,C00484,view,,2024-12-25,web,2024-12-25,0,2024-12
97563,C00484,view,P0102,2024-12-19,web,2024-12-19,0,2024-12
97564,C00484,email_open,,2024-12-10,email,2024-12-10,0,2024-12
97565,C00484,view,P0008,2024-12-26,web,2024-12-26,0,2024-12
97566,C00484,view,P0023,2024-12-28,app,2024-12-28,0,2024-12
97567,C00484,view,P0065,2024-12-29,web,2024-12-29,0,2024-12
97568,C00484,view,P0027,2024-12-31,app,2024-12-31,0,2024-12
97569,C00484,view,P0037,2025-01-10,web,2025-01-10,0,2025-01
97570,C00484,click,P0042,2025-01-13,web,2025-01-13,0,2025-01
97571,C00484,click,,2025-01-13,web,2025-01-13,0,2025-01
97572,C00484,add_to_cart,,2025-01-11,web,2025-01-11,0,2025-01
97573,C00484,add_to_cart,P0034,2025-01-02,web,2025-01-02,0,2025-01
97574,C00484,add_to_cart,P0094,2025-01-21,web,2025-01-21,0,2025-01
97575,C00484,view,P0062,2025-01-28,web,2025-01-28,0,2025-01
97576,C00484,email_open,,2025-01-26,email,2025-01-26,0,2025-01
97577,C00484,email_open,,2025-01-05,email,2025-01-05,0,2025-01
97578,C00484,add_to_cart,P0023,2025-01-16,app,2025-01-16,0,2025-01
97579,C00484,add_to_cart,,2025-01-22,web,2025-01-22,0,2025-01
97580,C00484,view,P0046,2025-01-01,web,2025-01-01,0,2025-01
97581,C00484,email_open,,2025-01-07,email,2025-01-07,0,2025-01
97582,C00484,click,,2025-02-01,web,2025-02-01,0,2025-02
97583,C00484,view,,2025-02-07,web,2025-02-07,0,2025-02
97584,C00484,view,P0008,2025-02-25,web,2025-02-25,0,2025-02
97585,C00484,view,P0050,2025-02-07,app,2025-02-07,0,2025-02
97586,C00484,view,P0103,2025-02-11,app,2025-02-11,0,2025-02
97587,C00484,email_open,,2025-02-16,email,2025-02-16,0,2025-02
97588,C00484,click,,2025-02-24,web,2025-02-24,0,2025-02
97589,C00484,view,P0066,2025-02-04,app,2025-02-04,0,2025-02
97590,C00484,click,P0092,2025-02-22,web,2025-02-22,0,2025-02
97591,C00484,view,P0043,2025-02-25,web,2025-02-25,0,2025-02
97592,C00484,click,P0085,2025-02-17,app,2025-02-17,0,2025-02
97593,C00484,view,P0079,2025-02-01,app,2025-02-01,0,2025-02
97594,C00484,view,P0028,2025-02-09,app,2025-02-09,0,2025-02
97595,C00484,view,P0046,2025-02-20,web,2025-02-20,0,2025-02
97596,C00484,email_open,P0042,2025-03-30,email,2025-03-30,0,2025-03
97597,C00484,view,,2025-03-14,app,2025-03-14,0,2025-03
97598,C00484,click,P0041,2025-03-10,web,2025-03-10,0,2025-03
97599,C00484,view,P0029,2025-03-24,web,2025-03-24,0,2025-03
97600,C00484,add_to_cart,P0107,2025-03-10,web,2025-03-10,0,2025-03
97601,C00484,view,P0058,2025-03-15,web,2025-03-15,0,2025-03
97602,C00484,add_to_cart,,2025-03-22,web,2025-03-22,0,2025-03
97603,C00484,add_to_cart,,2025-03-18,web,2025-03-18,0,2025-03
97604,C00484,click,P0006,2025-03-02,web,2025-03-02,0,2025-03
97605,C00484,email_open,P0108,2025-03-06,email,2025-03-06,0,2025-03
97606,C00484,click,P0007,2025-03-21,web,2025-03-21,0,2025-03
97607,C00484,view,,2025-03-25,app,2025-03-25,0,2025-03
97608,C00484,view,P0063,2025-03-09,app,2025-03-09,0,2025-03
97609,C00484,view,,2025-03-05,web,2025-03-05,0,2025-03
97610,C00484,view,P0067,2025-03-28,web,2025-03-28,0,2025-03
97611,C00484,add_to_cart,P0034,2025-03-15,web,2025-03-15,0,2025-03
97612,C00484,email_open,P0094,2025-03-28,email,2025-03-28,0,2025-03
97613,C00484,view,P0032,2025-03-05,web,2025-03-05,0,2025-03
97614,C00484,view,P0079,2025-03-17,app,2025-03-17,0,2025-03
97615,C00484,click,P0050,2025-04-21,app,2025-04-21,0,2025-04
97616,C00484,view,,2025-04-01,web,2025-04-01,0,2025-04
97617,C00484,view,,2025-04-09,app,2025-04-09,0,2025-04
97618,C00484,view,P0001,2025-04-09,app,2025-04-09,0,2025-04
97619,C00484,view,,2025-04-30,web,2025-04-30,0,2025-04
97620,C00484,view,P0047,2025-04-29,web,2025-04-29,0,2025-04
97621,C00484,view,P0008,2025-04-28,app,2025-04-28,0,2025-04
97622,C00484,view,P0041,2025-04-14,app,2025-04-14,0,2025-04
97623,C00484,click,P0024,2025-04-19,web,2025-04-19,0,2025-04
97624,C00484,email_open,P0019,2025-04-26,email,2025-04-26,0,2025-04
97625,C00484,email_open,P0089,2025-04-22,email,2025-04-22,0,2025-04
97626,C00484,click,P0093,2025-04-30,web,2025-04-30,0,2025-04
97627,C00484,view,P0033,2025-04-26,app,2025-04-26,0,2025-04
97628,C00484,add_to_cart,P0092,2025-04-12,app,2025-04-12,0,2025-04
97629,C00484,email_open,P0040,2025-04-26,email,2025-04-26,0,2025-04
97630,C00484,view,,2025-04-22,web,2025-04-22,0,2025-04
97631,C00484,view,P0041,2025-04-21,app,2025-04-21,0,2025-04
97632,C00484,view,P0021,2025-04-26,web,2025-04-26,0,2025-04
97633,C00484,view,P0001,2025-04-27,web,2025-04-27,0,2025-04
97634,C00484,view,P0011,2025-04-12,web,2025-04-12,0,2025-04
97635,C00484,view,P0117,2025-05-27,app,2025-05-27,0,2025-05
97636,C00484,view,P0068,2025-05-30,web,2025-05-30,0,2025-05
97637,C00484,view,P0043,2025-05-22,web,2025-05-22,0,2025-05
97638,C00484,click,P0109,2025-05-06,app,2025-05-06,0,2025-05
97639,C00484,email_open,P0076,2025-05-19,email,2025-05-19,0,2025-05
97640,C00484,view,P0055,2025-05-29,app,2025-05-29,0,2025-05
97641,C00484,click,P0051,2025-05-10,web,2025-05-10,0,2025-05
97642,C00484,view,,2025-05-25,web,2025-05-25,0,2025-05
97643,C00484,add_to_cart,P0044,2025-05-07,web,2025-05-07,0,2025-05
97644,C00484,email_open,,2025-05-20,email,2025-05-20,0,2025-05
97645,C00484,view,P0098,2025-05-03,app,2025-05-03,0,2025-05
97646,C00484,click,P0089,2025-05-04,app,2025-05-04,0,2025-05
97647,C00484,view,P0058,2025-05-11,web,2025-05-11,0,2025-05
97648,C00484,view,P0078,2025-05-27,app,2025-05-27,0,2025-05
97649,C00484,view,P0030,2025-05-12,app,2025-05-12,0,2025-05
97650,C00484,click,P0119,2025-06-19,app,2025-06-19,0,2025-06
97651,C00484,add_to_cart,,2025-06-06,app,2025-06-06,0,2025-06
97652,C00484,view,P0086,2025-06-05,web,2025-06-05,0,2025-06
97653,C00484,add_to_cart,P0028,2025-06-15,app,2025-06-15,0,2025-06
97654,C00484,view,P0029,2025-06-08,app,2025-06-08,0,2025-06
97655,C00484,view,P0027,2025-06-03,web,2025-06-03,0,2025-06
97656,C00484,view,,2025-06-02,web,2025-06-02,0,2025-06
97657,C00484,view,P0093,2025-06-19,web,2025-06-19,0,2025-06
97658,C00484,click,P0106,2025-06-14,web,2025-06-14,0,2025-06
97659,C00484,view,,2025-06-20,web,2025-06-20,0,2025-06
97660,C00484,view,P0022,2025-06-16,app,2025-06-16,0,2025-06
97661,C00484,view,,2025-07-09,web,2025-07-09,0,2025-07
97662,C00484,view,P0008,2025-07-31,app,2025-07-31,0,2025-07
97663,C00484,click,P0047,2025-07-28,app,2025-07-28,0,2025-07
97664,C00484,view,P0062,2025-07-24,app,2025-07-24,0,2025-07
97665,C00484,add_to_cart,,2025-07-31,web,2025-07-31,0,2025-07
97666,C00484,click,P0044,2025-07-23,web,2025-07-23,0,2025-07
97667,C00484,view,,2025-07-11,web,2025-07-11,0,2025-07
97668,C00484,click,P0057,2025-07-11,web,2025-07-11,0,2025-07
97669,C00484,view,P0072,2025-07-03,app,2025-07-03,0,2025-07
97670,C00484,view,P0005,2025-08-09,web,2025-08-09,0,2025-08
97671,C00484,view,,2025-08-21,web,2025-08-21,0,2025-08
97672,C00484,email_open,P0026,2025-08-06,email,2025-08-06,0,2025-08
97673,C00484,view,P0018,2025-08-01,web,2025-08-01,0,2025-08
97674,C00484,email_open,P0072,2025-08-19,email,2025-08-19,0,2025-08
97675,C00484,view,P0091,2025-08-14,app,2025-08-14,0,2025-08
97676,C00484,email_open,P0097,2025-08-08,email,2025-08-08,0,2025-08
97677,C00484,view,P0120,2025-08-25,web,2025-08-25,0,2025-08
97678,C00484,click,P0036,2025-08-25,web,2025-08-25,0,2025-08
97679,C00484,click,,2025-08-18,web,2025-08-18,0,2025-08
97680,C00484,email_open,,2025-08-11,email,2025-08-11,0,2025-08
97681,C00484,view,P0012,2025-08-03,web,2025-08-03,0,2025-08
97682,C00484,click,,2025-08-17,app,2025-08-17,0,2025-08
97683,C00484,add_to_cart,,2025-08-17,web,2025-08-17,0,2025-08
97684,C00484,view,P0102,2025-09-24,app,2025-09-24,0,2025-09
97685,C00484,view,P0104,2025-09-07,app,2025-09-07,0,2025-09
97686,C00484,view,P0099,2025-09-18,web,2025-09-18,0,2025-09
97687,C00484,click,P0056,2025-09-22,web,2025-09-22,0,2025-09
97688,C00484,click,,2025-09-03,web,2025-09-03,0,2025-09
97689,C00484,add_to_cart,,2025-09-26,web,2025-09-26,0,2025-09
97690,C00484,view,P0051,2025-09-17,app,2025-09-17,0,2025-09
97691,C00484,view,P0093,2025-09-28,web,2025-09-28,0,2025-09
97692,C00484,view,P0059,2025-10-11,web,2025-10-11,0,2025-10
97693,C00484,click,,2025-10-05,web,2025-10-05,0,2025-10
97694,C00484,view,P0073,2025-10-22,web,2025-10-22,0,2025-10
97695,C00484,add_to_cart,,2025-10-28,web,2025-10-28,0,2025-10
97696,C00484,view,P0064,2025-10-01,app,2025-10-01,0,2025-10
97697,C00484,add_to_cart,P0038,2025-10-11,web,2025-10-11,0,2025-10
97698,C00484,add_to_cart,,2025-10-10,web,2025-10-10,0,2025-10
97699,C00484,view,,2025-10-31,web,2025-10-31,0,2025-10
97700,C00484,click,,2025-10-05,web,2025-10-05,0,2025-10
97701,C00484,view,,2025-10-18,web,2025-10-18,0,2025-10
97702,C00484,view,,2025-10-01,app,2025-10-01,0,2025-10
97703,C00484,click,P0051,2025-10-16,app,2025-10-16,0,2025-10
97704,C00484,click,P0072,2025-10-20,web,2025-10-20,0,2025-10
97705,C00484,email_open,P0061,2025-10-24,email,2025-10-24,0,2025-10
97706,C00484,add_to_cart,,2025-10-09,app,2025-10-09,0,2025-10
97707,C00484,click,P0031,2025-11-10,web,2025-11-10,0,2025-11
97708,C00484,click,P0120,2025-11-15,web,2025-11-15,0,2025-11
97709,C00484,click,P0096,2025-11-09,app,2025-11-09,0,2025-11
97710,C00484,view,P0074,2025-11-30,web,2025-11-30,0,2025-11
97711,C00484,click,P0003,2025-11-18,app,2025-11-18,0,2025-11
97712,C00484,add_to_cart,,2025-11-01,web,2025-11-01,0,2025-11
97713,C00484,view,P0030,2025-11-19,web,2025-11-19,0,2025-11
97714,C00484,click,P0013,2025-11-18,app,2025-11-18,0,2025-11
97715,C00484,view,,2025-11-11,app,2025-11-11,0,2025-11
97716,C00484,click,P0027,2025-11-02,app,2025-11-02,0,2025-11
97717,C00484,email_open,,2025-11-25,email,2025-11-25,0,2025-11
97718,C00484,view,P0069,2025-11-30,web,2025-11-30,0,2025-11
97719,C00484,view,P0069,2025-11-18,web,2025-11-18,0,2025-11
97720,C00484,click,P0096,2025-11-22,app,2025-11-22,0,2025-11
97721,C00484,click,,2025-11-18,web,2025-11-18,0,2025-11
97722,C00484,view,P0034,2025-11-17,web,2025-11-17,0,2025-11
97723,C00484,view,,2025-11-20,web,2025-11-20,0,2025-11
97724,C00484,view,P0110,2025-12-20,app,2025-12-20,0,2025-12
97725,C00484,view,P0068,2025-12-20,web,2025-12-20,0,2025-12
97726,C00484,click,P0060,2025-12-28,app,2025-12-28,0,2025-12
97727,C00484,add_to_cart,P0076,2025-12-17,app,2025-12-17,0,2025-12
97728,C00484,view,P0076,2025-12-28,web,2025-12-28,0,2025-12
97729,C00484,view,P0093,2025-12-31,web,2025-12-31,0,2025-12
97730,C00484,click,P0009,2025-12-13,web,2025-12-13,0,2025-12
97731,C00484,view,P0014,2025-12-15,web,2025-12-15,0,2025-12
97732,C00484,click,P0036,2025-12-15,web,2025-12-15,0,2025-12
97733,C00484,add_to_cart,P0003,2025-12-03,app,2025-12-03,0,2025-12
97734,C00484,click,P0080,2025-12-27,web,2025-12-27,0,2025-12
97735,C00484,view,,2025-12-10,web,2025-12-10,0,2025-12
97736,C00484,click,P0012,2026-01-15,web,2026-01-15,0,2026-01
97737,C00484,click,P0002,2026-01-02,web,2026-01-02,0,2026-01
97738,C00484,click,P0079,2026-01-07,app,2026-01-07,0,2026-01
97739,C00484,view,P0010,2026-01-29,web,2026-01-29,0,2026-01
97740,C00484,view,P0092,2026-01-25,web,2026-01-25,0,2026-01
97741,C00484,click,P0113,2026-01-14,app,2026-01-14,0,2026-01
97742,C00484,view,,2026-01-09,web,2026-01-09,0,2026-01
97743,C00484,add_to_cart,P0088,2026-01-13,web,2026-01-13,0,2026-01
97744,C00484,view,P0026,2026-02-21,app,2026-02-21,0,2026-02
97745,C00484,view,,2026-02-04,web,2026-02-04,0,2026-02
97746,C00484,view,P0079,2026-02-14,web,2026-02-14,0,2026-02
97747,C00484,add_to_cart,,2026-02-21,web,2026-02-21,0,2026-02
97748,C00484,email_open,P0106,2026-02-15,email,2026-02-15,0,2026-02
97749,C00484,view,P0068,2026-02-22,web,2026-02-22,0,2026-02
97750,C00484,view,P0072,2026-02-19,web,2026-02-19,0,2026-02
97751,C00484,click,P0041,2026-02-25,app,2026-02-25,0,2026-02
97752,C00484,view,,2026-02-04,app,2026-02-04,0,2026-02
97753,C00484,view,,2026-02-04,web,2026-02-04,0,2026-02
97754,C00484,add_to_cart,,2026-02-14,web,2026-02-14,0,2026-02
97755,C00484,view,,2026-02-16,web,2026-02-16,0,2026-02
97756,C00484,view,P0105,2026-02-10,app,2026-02-10,0,2026-02
97757,C00484,view,,2026-02-20,web,2026-02-20,0,2026-02
97758,C00484,view,P0012,2026-03-05,web,2026-03-05,0,2026-03
97759,C00484,view,,2026-03-16,web,2026-03-16,0,2026-03
97760,C00484,email_open,P0045,2026-03-14,email,2026-03-14,0,2026-03
97761,C00484,view,P0002,2026-03-05,app,2026-03-05,0,2026-03
97762,C00484,click,P0023,2026-03-28,web,2026-03-28,0,2026-03
97763,C00484,view,,2026-03-20,web,2026-03-20,0,2026-03
97764,C00484,view,P0073,2026-03-30,app,2026-03-30,0,2026-03
97765,C00484,view,P0066,2026-03-21,app,2026-03-21,0,2026-03
97766,C00484,add_to_cart,P0066,2026-03-15,app,2026-03-15,0,2026-03
97767,C00484,click,P0030,2026-03-20,web,2026-03-20,0,2026-03
97768,C00484,view,,2026-03-20,app,2026-03-20,0,2026-03
97769,C00484,view,P0118,2026-03-19,web,2026-03-19,0,2026-03
97770,C00484,view,,2026-03-28,web,2026-03-28,0,2026-03
97771,C00484,view,P0067,2026-03-02,app,2026-03-02,0,2026-03
97772,C00485,add_to_cart,,2024-08-23,web,2024-08-23,0,2024-08
97773,C00485,add_to_cart,P0110,2024-08-27,web,2024-08-27,0,2024-08
97774,C00485,add_to_cart,,2024-08-26,web,2024-08-26,0,2024-08
97775,C00485,click,,2024-08-14,web,2024-08-14,0,2024-08
97776,C00485,email_open,P0070,2024-08-27,email,2024-08-27,0,2024-08
97777,C00485,view,P0084,2024-09-23,app,2024-09-23,0,2024-09
97778,C00485,view,P0074,2024-09-29,web,2024-09-29,0,2024-09
97779,C00485,view,P0109,2024-09-29,web,2024-09-29,0,2024-09
97780,C00485,view,P0115,2024-09-04,web,2024-09-04,0,2024-09
97781,C00486,view,P0034,2025-10-23,web,2025-10-23,0,2025-10
97782,C00486,click,P0072,2025-10-22,app,2025-10-22,0,2025-10
97783,C00486,view,,2025-10-28,web,2025-10-28,0,2025-10
97784,C00486,add_to_cart,,2025-10-25,app,2025-10-25,0,2025-10
97785,C00486,view,,2025-11-03,web,2025-11-03,0,2025-11
97786,C00486,add_to_cart,P0069,2025-11-24,web,2025-11-24,0,2025-11
97787,C00486,click,P0068,2025-11-08,app,2025-11-08,0,2025-11
97788,C00486,email_open,,2025-11-26,email,2025-11-26,0,2025-11
97789,C00486,view,P0112,2025-11-20,web,2025-11-20,0,2025-11
97790,C00486,view,P0007,2025-11-22,web,2025-11-22,0,2025-11
97791,C00486,view,P0068,2025-11-18,web,2025-11-18,0,2025-11
97792,C00486,add_to_cart,P0021,2025-11-20,web,2025-11-20,0,2025-11
97793,C00486,view,,2025-11-03,web,2025-11-03,0,2025-11
97794,C00486,view,,2025-11-08,app,2025-11-08,0,2025-11
97795,C00486,view,P0096,2025-11-14,web,2025-11-14,0,2025-11
97796,C00486,view,,2025-11-14,web,2025-11-14,0,2025-11
97797,C00486,view,P0103,2025-11-03,app,2025-11-03,0,2025-11
97798,C00486,view,P0080,2025-11-17,app,2025-11-17,0,2025-11
97799,C00486,click,P0105,2025-11-06,web,2025-11-06,0,2025-11
97800,C00486,view,,2025-11-15,web,2025-11-15,0,2025-11
