transaction_id,customer_id,product_id,transaction_date,quantity,price,discount,launch_date,transaction_before_product_launch,gross_revenue,discount_amount,revenue,transaction_year,transaction_month
12043,C00595,P0024,2024-09-20,3,1856,0.08,2024-02-08,0,5568,445.44,5122.56,2024,2024-09
12044,C00595,P0036,2024-09-04,1,2526,0.17,2024-03-23,0,2526,429.42,2096.58,2024,2024-09
12045,C00595,P0061,2024-09-17,3,2770,0.02,2026-03-24,1,8310,166.20000000000002,8143.8,2024,2024-09
12046,C00595,P0063,2024-10-21,3,3469,0.15,2024-02-04,0,10407,1561.05,8845.95,2024,2024-10
12047,C00595,P0086,2024-10-04,2,41602,0.02,2025-11-17,1,83204,1664.08,81539.92,2024,2024-10
12048,C00595,P0060,2024-10-27,2,11069,0.01,2025-11-05,1,22138,221.38,21916.62,2024,2024-10
12049,C00595,P0045,2024-10-11,3,3767,0.05,2025-04-25,1,11301,565.0500000000001,10735.95,2024,2024-10
12050,C00595,P0099,2024-10-14,2,1702,0.28,2025-02-04,1,3404,953.1200000000001,2450.88,2024,2024-10
12051,C00595,P0029,2024-10-15,2,38761,0.07,2023-12-20,0,77522,5426.540000000001,72095.45999999999,2024,2024-10
12052,C00595,P0088,2024-10-27,1,35723,0.04,2024-06-12,0,35723,1428.92,34294.08,2024,2024-10
12053,C00595,P0020,2024-10-09,2,1264,0.08,2025-05-08,1,2528,202.24,2325.76,2024,2024-10
12054,C00595,P0037,2024-10-09,2,2576,0.04,2024-10-15,1,5152,206.08,4945.92,2024,2024-10
12055,C00595,P0102,2024-10-25,1,7244,0.3,2024-08-06,0,7244,2173.2,5070.8,2024,2024-10
12056,C00595,P0043,2024-11-20,1,1946,0.07,2025-12-10,1,1946,136.22,1809.78,2024,2024-11
12057,C00595,P0107,2024-11-22,1,4638,0.08,2024-08-31,0,4638,371.04,4266.96,2024,2024-11
12058,C00595,P0051,2024-11-03,2,1000,0.1,2023-08-11,0,2000,200.0,1800.0,2024,2024-11
12059,C00595,P0019,2024-11-11,1,4101,0.08,2025-08-02,1,4101,328.08,3772.92,2024,2024-11
12060,C00595,P0080,2024-11-26,2,2146,0.02,2024-09-22,0,4292,85.84,4206.16,2024,2024-11
12061,C00595,P0039,2024-12-16,2,4937,0.06,2025-02-20,1,9874,592.4399999999999,9281.56,2024,2024-12
12062,C00595,P0075,2024-12-14,1,3023,0.01,2023-10-15,0,3023,30.23,2992.77,2024,2024-12
12063,C00595,P0046,2024-12-16,2,37838,0.22,2024-12-03,0,75676,16648.72,59027.28,2024,2024-12
12064,C00595,P0027,2025-01-17,3,7517,0.02,2026-03-09,1,22551,451.02,22099.98,2025,2025-01
12065,C00595,P0022,2025-01-18,3,2633,0.05,2024-12-22,0,7899,394.95000000000005,7504.05,2025,2025-01
12066,C00595,P0015,2025-01-31,1,9498,0.27,2024-07-30,0,9498,2564.46,6933.54,2025,2025-01
12067,C00595,P0015,2025-01-07,3,9498,0.05,2024-07-30,0,28494,1424.7,27069.3,2025,2025-01
12068,C00595,P0108,2025-02-03,1,11701,0.05,2025-08-27,1,11701,585.0500000000001,11115.95,2025,2025-02
12069,C00595,P0047,2025-02-11,1,1018,0.05,2025-03-16,1,1018,50.900000000000006,967.1,2025,2025-02
12070,C00595,P0052,2025-02-21,1,2681,0.08,2024-05-18,0,2681,214.48000000000002,2466.52,2025,2025-02
12071,C00595,P0061,2025-02-05,1,2770,0.03,2026-03-24,1,2770,83.1,2686.9,2025,2025-02
12072,C00595,P0036,2025-02-19,1,2526,0.08,2024-03-23,0,2526,202.08,2323.92,2025,2025-02
12073,C00595,P0012,2025-02-17,2,21340,0.03,2024-09-07,0,42680,1280.3999999999999,41399.6,2025,2025-02
12074,C00595,P0054,2025-02-19,3,1408,0.02,2023-11-21,0,4224,84.48,4139.52,2025,2025-02
12075,C00595,P0058,2025-03-24,2,450,0.09,2025-04-23,1,900,81.0,819.0,2025,2025-03
12076,C00595,P0016,2025-03-18,2,14117,0.03,2024-02-11,0,28234,847.02,27386.98,2025,2025-03
12077,C00595,P0084,2025-03-23,1,4650,0.12,2025-11-20,1,4650,558.0,4092.0,2025,2025-03
12078,C00595,P0096,2025-04-12,2,3723,0.07,2026-01-07,1,7446,521.22,6924.78,2025,2025-04
12079,C00595,P0011,2025-04-19,2,7915,0.07,2024-02-13,0,15830,1108.1000000000001,14721.9,2025,2025-04
12080,C00595,P0108,2025-06-27,3,11701,0.08,2025-08-27,1,35103,2808.2400000000002,32294.76,2025,2025-06
12081,C00595,P0005,2025-06-10,1,8411,0.08,2024-05-20,0,8411,672.88,7738.12,2025,2025-06
12082,C00595,P0114,2025-07-10,2,856,0.02,2023-10-07,0,1712,34.24,1677.76,2025,2025-07
12083,C00595,P0003,2025-07-02,2,49187,0.04,2025-11-01,1,98374,3934.96,94439.04,2025,2025-07
12084,C00595,P0103,2025-07-15,2,2740,0.09,2024-03-11,0,5480,493.2,4986.8,2025,2025-07
12085,C00595,P0003,2025-08-09,1,49187,0.04,2025-11-01,1,49187,1967.48,47219.52,2025,2025-08
12086,C00595,P0055,2025-08-28,3,1930,0.01,2024-03-08,0,5790,57.9,5732.1,2025,2025-08
12087,C00595,P0046,2025-08-24,3,37838,0.24,2024-12-03,0,113514,27243.36,86270.64,2025,2025-08
12088,C00595,P0056,2025-08-14,1,33217,0.1,2026-01-07,1,33217,3321.7000000000003,29895.3,2025,2025-08
12089,C00595,P0052,2025-09-16,1,2681,0.02,2024-05-18,0,2681,53.620000000000005,2627.38,2025,2025-09
12090,C00595,P0004,2025-09-27,3,16775,0.24,2025-03-03,0,50325,12078.0,38247.0,2025,2025-09
12091,C00595,P0024,2025-09-27,3,1856,0.15,2024-02-08,0,5568,835.1999999999999,4732.8,2025,2025-09
12092,C00595,P0095,2025-09-15,2,5462,0.1,2025-11-09,1,10924,1092.4,9831.6,2025,2025-09
12093,C00595,P0101,2025-10-05,2,25363,0.07,2023-11-12,0,50726,3550.82,47175.18,2025,2025-10
12094,C00595,P0087,2025-10-09,1,1522,0.06,2025-07-27,0,1522,91.32,1430.68,2025,2025-10
12095,C00595,P0002,2025-10-09,1,1370,0.19,2024-11-20,0,1370,260.3,1109.7,2025,2025-10
12096,C00595,P0057,2025-10-17,3,19313,0.07,2025-08-13,0,57939,4055.7300000000005,53883.27,2025,2025-10
12097,C00595,P0112,2025-11-26,2,9448,0.03,2026-03-24,1,18896,566.88,18329.12,2025,2025-11
12098,C00595,P0011,2025-11-01,3,7915,0.3,2024-02-13,0,23745,7123.5,16621.5,2025,2025-11
12099,C00595,P0105,2025-12-30,3,49247,0.1,2024-07-04,0,147741,14774.1,132966.9,2025,2025-12
12100,C00595,P0089,2025-12-08,1,1912,0.08,2024-10-30,0,1912,152.96,1759.04,2025,2025-12
12101,C00595,P0083,2025-12-02,3,3718,0.28,2023-08-08,0,11154,3123.1200000000003,8030.879999999999,2025,2025-12
12102,C00595,P0038,2025-12-26,3,3819,0.2,2025-03-05,0,11457,2291.4,9165.6,2025,2025-12
12103,C00595,P0045,2025-12-02,1,3767,0.05,2025-04-25,0,3767,188.35000000000002,3578.65,2025,2025-12
12104,C00595,P0074,2026-01-10,1,38139,0.03,2023-12-03,0,38139,1144.1699999999998,36994.83,2026,2026-01
12105,C00595,P0108,2026-01-21,3,11701,0.07,2025-08-27,0,35103,2457.21,32645.79,2026,2026-01
12106,C00595,P0095,2026-01-24,1,5462,0.01,2025-11-09,0,5462,54.620000000000005,5407.38,2026,2026-01
12107,C00595,P0023,2026-01-31,3,2907,0.01,2025-04-30,0,8721,87.21000000000001,8633.79,2026,2026-01
12108,C00595,P0088,2026-02-17,1,35723,0.06,2024-06-12,0,35723,2143.38,33579.62,2026,2026-02
12109,C00595,P0116,2026-02-27,3,8497,0.0,2025-10-16,0,25491,0.0,25491.0,2026,2026-02
12110,C00595,P0119,2026-03-29,2,45211,0.18,2024-02-18,0,90422,16275.96,74146.04000000001,2026,2026-03
12111,C00595,P0011,2026-03-05,2,7915,0.03,2024-02-13,0,15830,474.9,15355.1,2026,2026-03
12112,C00596,P0089,2024-10-17,3,1912,0.12,2024-10-30,1,5736,688.3199999999999,5047.68,2024,2024-10
12113,C00596,P0041,2024-11-29,1,3073,0.16,2025-09-29,1,3073,491.68,2581.32,2024,2024-11
12114,C00596,P0072,2024-12-17,2,42315,0.01,2024-09-05,0,84630,846.3000000000001,83783.7,2024,2024-12
12115,C00596,P0077,2024-12-22,3,17868,0.07,2024-04-17,0,53604,3752.28,49851.72,2024,2024-12
12116,C00596,P0007,2024-12-11,3,16826,0.01,2024-03-14,0,50478,504.78000000000003,49973.22,2024,2024-12
12117,C00596,P0094,2024-12-20,3,8333,0.09,2024-12-30,1,24999,2249.91,22749.09,2024,2024-12
12118,C00596,P0031,2025-01-23,3,28113,0.07,2023-09-14,0,84339,5903.7300000000005,78435.27,2025,2025-01
12119,C00596,P0069,2025-01-24,2,5639,0.08,2025-11-26,1,11278,902.24,10375.76,2025,2025-01
12120,C00596,P0095,2025-02-25,3,5462,0.05,2025-11-09,1,16386,819.3000000000001,15566.7,2025,2025-02
12121,C00596,P0087,2025-02-18,3,1522,0.03,2025-07-27,1,4566,136.98,4429.02,2025,2025-02
12122,C00596,P0052,2025-04-28,1,2681,0.09,2024-05-18,0,2681,241.29,2439.71,2025,2025-04
12123,C00596,P0029,2025-05-31,3,38761,0.06,2023-12-20,0,116283,6976.98,109306.02,2025,2025-05
12124,C00596,P0003,2025-05-11,3,49187,0.02,2025-11-01,1,147561,2951.2200000000003,144609.78,2025,2025-05
12125,C00596,P0115,2025-06-07,3,7554,0.03,2023-12-13,0,22662,679.86,21982.14,2025,2025-06
12126,C00596,P0035,2025-07-19,2,2894,0.2,2023-09-17,0,5788,1157.6000000000001,4630.4,2025,2025-07
12127,C00596,P0049,2025-08-19,3,2611,0.06,2025-10-24,1,7833,469.97999999999996,7363.02,2025,2025-08
12128,C00596,P0020,2025-12-20,3,1264,0.09,2025-05-08,0,3792,341.28,3450.7200000000003,2025,2025-12
12129,C00596,P0062,2025-12-29,3,2148,0.03,2024-01-15,0,6444,193.32,6250.68,2025,2025-12
12130,C00596,P0018,2026-01-14,3,17921,0.06,2024-05-17,0,53763,3225.7799999999997,50537.22,2026,2026-01
12131,C00596,P0047,2026-01-15,3,1018,0.07,2025-03-16,0,3054,213.78000000000003,2840.22,2026,2026-01
12132,C00596,P0042,2026-01-23,2,1953,0.23,2026-01-28,1,3906,898.38,3007.62,2026,2026-01
12133,C00596,P0102,2026-02-01,3,7244,0.01,2024-08-06,0,21732,217.32,21514.68,2026,2026-02
12134,C00597,P0051,2025-10-20,2,1000,0.08,2023-08-11,0,2000,160.0,1840.0,2025,2025-10
12135,C00597,P0106,2025-10-31,2,1474,0.03,2024-08-28,0,2948,88.44,2859.56,2025,2025-10
12136,C00597,P0004,2025-11-21,1,16775,0.03,2025-03-03,0,16775,503.25,16271.75,2025,2025-11
12137,C00597,P0020,2025-11-02,2,1264,0.02,2025-05-08,0,2528,50.56,2477.44,2025,2025-11
12138,C00597,P0065,2025-11-09,1,4389,0.2,2025-07-26,0,4389,877.8000000000001,3511.2,2025,2025-11
12139,C00597,P0094,2025-11-16,1,8333,0.0,2024-12-30,0,8333,0.0,8333.0,2025,2025-11
12140,C00597,P0103,2025-12-27,2,2740,0.17,2024-03-11,0,5480,931.6,4548.4,2025,2025-12
12141,C00597,P0046,2025-12-12,1,37838,0.1,2024-12-03,0,37838,3783.8,34054.2,2025,2025-12
12142,C00597,P0049,2025-12-14,2,2611,0.12,2025-10-24,0,5222,626.64,4595.36,2025,2025-12
12143,C00597,P0108,2025-12-19,3,11701,0.06,2025-08-27,0,35103,2106.18,32996.82,2025,2025-12
12144,C00597,P0016,2025-12-31,3,14117,0.09,2024-02-11,0,42351,3811.5899999999997,38539.41,2025,2025-12
12145,C00597,P0016,2026-01-04,2,14117,0.06,2024-02-11,0,28234,1694.04,26539.96,2026,2026-01
12146,C00597,P0105,2026-01-19,2,49247,0.11,2024-07-04,0,98494,10834.34,87659.66,2026,2026-01
12147,C00597,P0087,2026-01-06,2,1522,0.05,2025-07-27,0,3044,152.20000000000002,2891.8,2026,2026-01
12148,C00597,P0085,2026-01-15,1,9976,0.06,2025-02-15,0,9976,598.56,9377.44,2026,2026-01
12149,C00597,P0071,2026-01-21,3,30313,0.04,2026-03-19,1,90939,3637.56,87301.44,2026,2026-01
12150,C00597,P0016,2026-02-10,1,14117,0.17,2024-02-11,0,14117,2399.8900000000003,11717.11,2026,2026-02
12151,C00597,P0110,2026-03-17,1,2108,0.04,2025-07-28,0,2108,84.32000000000001,2023.68,2026,2026-03
12152,C00598,P0046,2025-08-22,3,37838,0.1,2024-12-03,0,113514,11351.400000000001,102162.6,2025,2025-08
12153,C00598,P0057,2025-09-01,2,19313,0.03,2025-08-13,0,38626,1158.78,37467.22,2025,2025-09
12154,C00598,P0115,2025-10-17,3,7554,0.01,2023-12-13,0,22662,226.62,22435.38,2025,2025-10
12155,C00598,P0114,2026-01-28,1,856,0.0,2023-10-07,0,856,0.0,856.0,2026,2026-01
12156,C00598,P0022,2026-02-08,3,2633,0.03,2024-12-22,0,7899,236.97,7662.03,2026,2026-02
12157,C00598,P0054,2026-03-26,1,1408,0.09,2023-11-21,0,1408,126.72,1281.28,2026,2026-03
12158,C00599,P0067,2024-01-19,1,2745,0.04,2024-12-26,1,2745,109.8,2635.2,2024,2024-01
12159,C00599,P0057,2024-02-14,3,19313,0.04,2025-08-13,1,57939,2317.56,55621.44,2024,2024-02
12160,C00599,P0030,2024-02-19,2,1840,0.03,2025-02-15,1,3680,110.39999999999999,3569.6,2024,2024-02
12161,C00599,P0112,2024-02-06,2,9448,0.06,2026-03-24,1,18896,1133.76,17762.24,2024,2024-02
12162,C00599,P0115,2024-02-16,2,7554,0.02,2023-12-13,0,15108,302.16,14805.84,2024,2024-02
12163,C00599,P0001,2024-02-01,1,4758,0.22,2025-12-12,1,4758,1046.76,3711.24,2024,2024-02
12164,C00599,P0054,2024-03-03,3,1408,0.01,2023-11-21,0,4224,42.24,4181.76,2024,2024-03
12165,C00599,P0082,2024-03-24,2,6509,0.21,2025-07-15,1,13018,2733.7799999999997,10284.220000000001,2024,2024-03
12166,C00599,P0056,2024-03-27,1,33217,0.27,2026-01-07,1,33217,8968.59,24248.41,2024,2024-03
12167,C00599,P0073,2024-04-20,3,4368,0.0,2025-05-28,1,13104,0.0,13104.0,2024,2024-04
12168,C00599,P0113,2024-04-28,1,1249,0.09,2023-12-13,0,1249,112.41,1136.59,2024,2024-04
12169,C00599,P0102,2024-04-15,1,7244,0.03,2024-08-06,1,7244,217.32,7026.68,2024,2024-04
12170,C00599,P0025,2024-04-02,1,23637,0.0,2024-09-14,1,23637,0.0,23637.0,2024,2024-04
12171,C00599,P0002,2024-04-02,3,1370,0.04,2024-11-20,1,4110,164.4,3945.6,2024,2024-04
12172,C00599,P0052,2024-05-20,2,2681,0.1,2024-05-18,0,5362,536.2,4825.8,2024,2024-05
12173,C00599,P0043,2024-05-20,1,1946,0.02,2025-12-10,1,1946,38.92,1907.08,2024,2024-05
12174,C00599,P0071,2024-05-27,3,30313,0.01,2026-03-19,1,90939,909.39,90029.61,2024,2024-05
12175,C00599,P0019,2024-05-08,1,4101,0.03,2025-08-02,1,4101,123.03,3977.97,2024,2024-05
12176,C00599,P0108,2024-06-09,2,11701,0.06,2025-08-27,1,23402,1404.12,21997.88,2024,2024-06
12177,C00599,P0093,2024-06-26,2,9095,0.03,2025-08-07,1,18190,545.6999999999999,17644.3,2024,2024-06
12178,C00599,P0092,2024-06-06,3,803,0.05,2024-07-26,1,2409,120.45,2288.55,2024,2024-06
12179,C00599,P0115,2024-07-30,3,7554,0.02,2023-12-13,0,22662,453.24,22208.76,2024,2024-07
12180,C00599,P0076,2024-07-03,3,6650,0.01,2024-08-12,1,19950,199.5,19750.5,2024,2024-07
12181,C00599,P0025,2024-07-02,1,23637,0.09,2024-09-14,1,23637,2127.33,21509.67,2024,2024-07
12182,C00599,P0102,2024-07-23,1,7244,0.0,2024-08-06,1,7244,0.0,7244.0,2024,2024-07
12183,C00599,P0092,2024-07-29,1,803,0.21,2024-07-26,0,803,168.63,634.37,2024,2024-07
12184,C00599,P0110,2024-07-23,3,2108,0.04,2025-07-28,1,6324,252.96,6071.04,2024,2024-07
12185,C00599,P0031,2024-07-03,2,28113,0.0,2023-09-14,0,56226,0.0,56226.0,2024,2024-07
12186,C00599,P0020,2024-08-05,2,1264,0.03,2025-05-08,1,2528,75.84,2452.16,2024,2024-08
12187,C00599,P0107,2024-08-27,1,4638,0.22,2024-08-31,1,4638,1020.36,3617.64,2024,2024-08
12188,C00599,P0011,2024-08-13,2,7915,0.08,2024-02-13,0,15830,1266.4,14563.6,2024,2024-08
12189,C00599,P0094,2024-08-27,2,8333,0.06,2024-12-30,1,16666,999.9599999999999,15666.04,2024,2024-08
12190,C00599,P0069,2024-08-08,1,5639,0.21,2025-11-26,1,5639,1184.19,4454.8099999999995,2024,2024-08
12191,C00599,P0074,2024-09-27,1,38139,0.06,2023-12-03,0,38139,2288.3399999999997,35850.66,2024,2024-09
12192,C00599,P0044,2024-09-25,2,1799,0.06,2025-08-27,1,3598,215.88,3382.12,2024,2024-09
12193,C00599,P0041,2024-09-27,3,3073,0.05,2025-09-29,1,9219,460.95000000000005,8758.05,2024,2024-09
12194,C00599,P0093,2024-09-01,3,9095,0.06,2025-08-07,1,27285,1637.1,25647.9,2024,2024-09
12195,C00599,P0051,2024-10-30,1,1000,0.15,2023-08-11,0,1000,150.0,850.0,2024,2024-10
12196,C00599,P0027,2024-10-17,1,7517,0.13,2026-03-09,1,7517,977.21,6539.79,2024,2024-10
12197,C00599,P0087,2024-10-21,2,1522,0.06,2025-07-27,1,3044,182.64,2861.36,2024,2024-10
12198,C00599,P0009,2024-10-07,2,2189,0.05,2024-05-13,0,4378,218.9,4159.1,2024,2024-10
12199,C00599,P0098,2024-11-04,1,924,0.15,2023-07-15,0,924,138.6,785.4,2024,2024-11
12200,C00599,P0016,2024-11-15,3,14117,0.02,2024-02-11,0,42351,847.02,41503.98,2024,2024-11
12201,C00599,P0001,2024-11-07,2,4758,0.07,2025-12-12,1,9516,666.1200000000001,8849.88,2024,2024-11
12202,C00599,P0069,2024-11-21,1,5639,0.08,2025-11-26,1,5639,451.12,5187.88,2024,2024-11
12203,C00599,P0107,2024-12-21,1,4638,0.03,2024-08-31,0,4638,139.14,4498.86,2024,2024-12
12204,C00599,P0016,2024-12-14,3,14117,0.17,2024-02-11,0,42351,7199.67,35151.33,2024,2024-12
12205,C00599,P0055,2025-01-05,2,1930,0.06,2024-03-08,0,3860,231.6,3628.4,2025,2025-01
12206,C00599,P0048,2025-01-10,3,2191,0.06,2024-01-19,0,6573,394.38,6178.62,2025,2025-01
12207,C00599,P0002,2025-01-30,3,1370,0.05,2024-11-20,0,4110,205.5,3904.5,2025,2025-01
12208,C00599,P0062,2025-01-06,2,2148,0.25,2024-01-15,0,4296,1074.0,3222.0,2025,2025-01
12209,C00599,P0003,2025-02-08,3,49187,0.07,2025-11-01,1,147561,10329.27,137231.73,2025,2025-02
12210,C00599,P0042,2025-02-12,1,1953,0.04,2026-01-28,1,1953,78.12,1874.88,2025,2025-02
12211,C00599,P0039,2025-02-26,1,4937,0.12,2025-02-20,0,4937,592.4399999999999,4344.56,2025,2025-02
12212,C00599,P0110,2025-02-02,2,2108,0.02,2025-07-28,1,4216,84.32000000000001,4131.68,2025,2025-02
12213,C00599,P0044,2025-03-24,2,1799,0.01,2025-08-27,1,3598,35.980000000000004,3562.02,2025,2025-03
12214,C00599,P0002,2025-03-01,1,1370,0.07,2024-11-20,0,1370,95.9,1274.1,2025,2025-03
12215,C00599,P0071,2025-03-08,1,30313,0.03,2026-03-19,1,30313,909.39,29403.61,2025,2025-03
12216,C00599,P0103,2025-03-10,1,2740,0.02,2024-03-11,0,2740,54.800000000000004,2685.2,2025,2025-03
12217,C00599,P0067,2025-03-29,3,2745,0.02,2024-12-26,0,8235,164.70000000000002,8070.3,2025,2025-03
12218,C00599,P0117,2025-03-15,1,22643,0.02,2025-09-07,1,22643,452.86,22190.14,2025,2025-03
12219,C00599,P0065,2025-04-24,1,4389,0.01,2025-07-26,1,4389,43.89,4345.11,2025,2025-04
12220,C00599,P0022,2025-04-18,1,2633,0.1,2024-12-22,0,2633,263.3,2369.7,2025,2025-04
12221,C00599,P0055,2025-04-25,3,1930,0.02,2024-03-08,0,5790,115.8,5674.2,2025,2025-04
12222,C00599,P0021,2025-04-03,3,22916,0.1,2025-08-18,1,68748,6874.8,61873.2,2025,2025-04
12223,C00599,P0030,2025-04-08,1,1840,0.07,2025-02-15,0,1840,128.8,1711.2,2025,2025-04
12224,C00599,P0027,2025-05-26,2,7517,0.02,2026-03-09,1,15034,300.68,14733.32,2025,2025-05
12225,C00599,P0071,2025-05-30,1,30313,0.09,2026-03-19,1,30313,2728.17,27584.83,2025,2025-05
12226,C00599,P0092,2025-05-27,3,803,0.04,2024-07-26,0,2409,96.36,2312.64,2025,2025-05
12227,C00599,P0029,2025-05-19,2,38761,0.08,2023-12-20,0,77522,6201.76,71320.24,2025,2025-05
12228,C00599,P0108,2025-06-21,1,11701,0.28,2025-08-27,1,11701,3276.28,8424.72,2025,2025-06
12229,C00599,P0010,2025-07-05,3,260,0.04,2025-01-06,0,780,31.2,748.8,2025,2025-07
12230,C00599,P0094,2025-07-10,3,8333,0.1,2024-12-30,0,24999,2499.9,22499.1,2025,2025-07
12231,C00599,P0045,2025-07-16,1,3767,0.07,2025-04-25,0,3767,263.69,3503.31,2025,2025-07
12232,C00599,P0028,2025-08-26,3,2009,0.28,2025-06-30,0,6027,1687.5600000000002,4339.44,2025,2025-08
12233,C00599,P0027,2025-08-11,1,7517,0.06,2026-03-09,1,7517,451.02,7065.98,2025,2025-08
12234,C00599,P0095,2025-08-06,1,5462,0.03,2025-11-09,1,5462,163.85999999999999,5298.14,2025,2025-08
12235,C00599,P0101,2025-09-22,3,25363,0.07,2023-11-12,0,76089,5326.2300000000005,70762.77,2025,2025-09
12236,C00599,P0114,2025-09-29,1,856,0.23,2023-10-07,0,856,196.88,659.12,2025,2025-09
12237,C00599,P0009,2025-09-22,2,2189,0.18,2024-05-13,0,4378,788.04,3589.96,2025,2025-09
12238,C00599,P0040,2025-09-10,3,7539,0.01,2025-10-18,1,22617,226.17000000000002,22390.83,2025,2025-09
12239,C00599,P0087,2025-09-12,3,1522,0.05,2025-07-27,0,4566,228.3,4337.7,2025,2025-09
12240,C00599,P0107,2025-10-28,2,4638,0.08,2024-08-31,0,9276,742.08,8533.92,2025,2025-10
12241,C00599,P0070,2025-10-10,2,2480,0.01,2024-07-27,0,4960,49.6,4910.4,2025,2025-10
12242,C00599,P0025,2025-10-22,2,23637,0.07,2024-09-14,0,47274,3309.1800000000003,43964.82,2025,2025-10
12243,C00599,P0028,2025-10-10,1,2009,0.03,2025-06-30,0,2009,60.269999999999996,1948.73,2025,2025-10
12244,C00599,P0040,2025-10-28,2,7539,0.01,2025-10-18,0,15078,150.78,14927.22,2025,2025-10
12245,C00599,P0089,2025-11-22,2,1912,0.05,2024-10-30,0,3824,191.20000000000002,3632.8,2025,2025-11
12246,C00599,P0117,2025-11-01,1,22643,0.22,2025-09-07,0,22643,4981.46,17661.54,2025,2025-11
12247,C00599,P0100,2025-11-22,2,2523,0.1,2023-11-19,0,5046,504.6,4541.4,2025,2025-11
12248,C00599,P0063,2025-11-18,1,3469,0.11,2024-02-04,0,3469,381.59,3087.41,2025,2025-11
12249,C00599,P0077,2025-12-01,1,17868,0.08,2024-04-17,0,17868,1429.44,16438.56,2025,2025-12
12250,C00599,P0096,2025-12-04,2,3723,0.15,2026-01-07,1,7446,1116.8999999999999,6329.1,2025,2025-12
12251,C00599,P0089,2025-12-28,1,1912,0.05,2024-10-30,0,1912,95.60000000000001,1816.4,2025,2025-12
12252,C00599,P0068,2025-12-02,3,40708,0.23,2025-03-05,0,122124,28088.52,94035.48,2025,2025-12
12253,C00599,P0078,2025-12-08,2,30202,0.01,2025-07-20,0,60404,604.04,59799.96,2025,2025-12
12254,C00599,P0067,2025-12-13,2,2745,0.16,2024-12-26,0,5490,878.4,4611.6,2025,2025-12
12255,C00599,P0022,2026-01-15,2,2633,0.1,2024-12-22,0,5266,526.6,4739.4,2026,2026-01
12256,C00599,P0081,2026-01-01,1,2835,0.15,2024-08-09,0,2835,425.25,2409.75,2026,2026-01
12257,C00599,P0020,2026-01-28,2,1264,0.06,2025-05-08,0,2528,151.68,2376.32,2026,2026-01
12258,C00599,P0015,2026-02-04,1,9498,0.07,2024-07-30,0,9498,664.86,8833.14,2026,2026-02
12259,C00599,P0067,2026-02-17,1,2745,0.07,2024-12-26,0,2745,192.15,2552.85,2026,2026-02
12260,C00599,P0044,2026-02-02,2,1799,0.29,2025-08-27,0,3598,1043.4199999999998,2554.58,2026,2026-02
12261,C00599,P0062,2026-02-07,1,2148,0.06,2024-01-15,0,2148,128.88,2019.12,2026,2026-02
12262,C00599,P0028,2026-02-23,2,2009,0.03,2025-06-30,0,4018,120.53999999999999,3897.46,2026,2026-02
12263,C00599,P0076,2026-03-06,3,6650,0.09,2024-08-12,0,19950,1795.5,18154.5,2026,2026-03
12264,C00599,P0064,2026-03-14,2,26494,0.08,2025-12-09,0,52988,4239.04,48748.96,2026,2026-03
12265,C00599,P0048,2026-03-15,3,2191,0.05,2024-01-19,0,6573,328.65000000000003,6244.35,2026,2026-03
12266,C00599,P0038,2026-03-04,1,3819,0.1,2025-03-05,0,3819,381.90000000000003,3437.1,2026,2026-03
12267,C00599,P0113,2026-03-01,2,1249,0.14,2023-12-13,0,2498,349.72,2148.2799999999997,2026,2026-03
12268,C00600,P0056,2024-03-18,1,33217,0.01,2026-01-07,1,33217,332.17,32884.83,2024,2024-03
12269,C00601,P0106,2025-10-09,1,1474,0.08,2024-08-28,0,1474,117.92,1356.08,2025,2025-10
12270,C00601,P0057,2025-10-30,1,19313,0.04,2025-08-13,0,19313,772.52,18540.48,2025,2025-10
12271,C00601,P0104,2025-12-21,2,3266,0.06,2025-03-30,0,6532,391.91999999999996,6140.08,2025,2025-12
12272,C00602,P0023,2024-10-08,2,2907,0.28,2025-04-30,1,5814,1627.92,4186.08,2024,2024-10
12273,C00602,P0040,2024-10-19,1,7539,0.03,2025-10-18,1,7539,226.17,7312.83,2024,2024-10
12274,C00602,P0020,2024-11-15,1,1264,0.16,2025-05-08,1,1264,202.24,1061.76,2024,2024-11
12275,C00602,P0089,2024-11-28,1,1912,0.13,2024-10-30,0,1912,248.56,1663.44,2024,2024-11
12276,C00602,P0083,2024-11-12,2,3718,0.01,2023-08-08,0,7436,74.36,7361.64,2024,2024-11
12277,C00602,P0038,2025-01-28,2,3819,0.06,2025-03-05,1,7638,458.28,7179.72,2025,2025-01
12278,C00602,P0010,2025-02-17,1,260,0.04,2025-01-06,0,260,10.4,249.6,2025,2025-02
12279,C00602,P0106,2025-02-20,2,1474,0.26,2024-08-28,0,2948,766.48,2181.52,2025,2025-02
12280,C00602,P0052,2025-04-13,1,2681,0.05,2024-05-18,0,2681,134.05,2546.95,2025,2025-04
12281,C00602,P0055,2025-05-14,1,1930,0.03,2024-03-08,0,1930,57.9,1872.1,2025,2025-05
12282,C00602,P0086,2025-05-08,1,41602,0.12,2025-11-17,1,41602,4992.24,36609.76,2025,2025-05
12283,C00602,P0080,2025-08-14,3,2146,0.03,2024-09-22,0,6438,193.14,6244.86,2025,2025-08
12284,C00602,P0016,2025-09-22,1,14117,0.08,2024-02-11,0,14117,1129.3600000000001,12987.64,2025,2025-09
