customer_id,signup_date,customer_segment,location,acquisition_channel,age,gender,signup_year,signup_month
C04722,2025-03-17,medium,Bangalore,ads,18,female,2025,2025-03
C04723,2025-02-04,medium,Bhubaneswar,ads,23,male,2025,2025-02
C04724,2025-02-03,medium,Bhubaneswar,ads,35,male,2025,2025-02
C04725,2025-12-27,high,Kolkata,ads,32,female,2025,2025-12
C04726,2025-07-29,low,Hyderabad,ads,31,female,2025,2025-07
C04727,2025-05-04,medium,Ahmedabad,ads,25,female,2025,2025-05
C04728,2025-04-29,high,Pune,ads,20,female,2025,2025-04
C04729,2025-04-14,low,Mumbai,ads,55,female,2025,2025-04
C04730,2025-07-27,medium,Mumbai,organic,35,male,2025,2025-07
C04731,2025-11-12,high,Bangalore,organic,41,other,2025,2025-11
C04732,2025-03-20,medium,Bhubaneswar,ads,35,male,2025,2025-03
C04733,2024-09-25,low,Jaipur,ads,35,female,2024,2024-09
C04734,2024-09-23,low,Ahmedabad,ads,34,female,2024,2024-09
C04735,2024-02-23,low,Bangalore,organic,23,female,2024,2024-02
C04736,2025-06-11,low,Ahmedabad,organic,19,other,2025,2025-06
C04737,2025-06-03,high,Jaipur,organic,38,male,2025,2025-06
C04738,2025-09-07,medium,Bhubaneswar,organic,36,male,2025,2025-09
C04739,2024-02-28,low,Chennai,ads,44,male,2024,2024-02
C04740,2024-02-09,medium,Jaipur,ads,42,male,2024,2024-02
C04741,2024-08-24,medium,Bangalore,ads,26,female,2024,2024-08
C04742,2025-01-20,medium,Pune,ads,46,male,2025,2025-01
C04743,2025-08-28,medium,Ahmedabad,referral,42,female,2025,2025-08
C04744,2025-12-16,low,Hyderabad,referral,41,female,2025,2025-12
C04745,2025-10-11,medium,Bangalore,ads,57,male,2025,2025-10
C04746,2024-10-26,medium,Chennai,referral,55,male,2024,2024-10
C04747,2025-01-29,low,Pune,ads,41,male,2025,2025-01
C04748,2024-07-25,medium,Bhubaneswar,referral,40,female,2024,2024-07
C04749,2024-12-01,high,Kolkata,referral,45,female,2024,2024-12
C04750,2025-08-15,medium,Mumbai,referral,29,male,2025,2025-08
C04751,2025-12-30,low,Jaipur,ads,29,male,2025,2025-12
C04752,2025-05-28,low,Mumbai,ads,41,male,2025,2025-05
C04753,2024-06-26,low,Bangalore,ads,26,male,2024,2024-06
C04754,2025-01-30,low,Bhubaneswar,organic,40,female,2025,2025-01
C04755,2025-01-05,medium,Delhi,organic,36,female,2025,2025-01
C04756,2025-10-19,low,Pune,referral,26,female,2025,2025-10
C04757,2024-11-13,low,Hyderabad,organic,35,female,2024,2024-11
C04758,2025-01-03,high,Mumbai,ads,48,male,2025,2025-01
C04759,2025-01-18,high,Ahmedabad,organic,35,male,2025,2025-01
C04760,2024-03-02,low,Chennai,organic,35,female,2024,2024-03
C04761,2025-05-19,low,Mumbai,referral,38,male,2025,2025-05
C04762,2024-08-26,low,Bangalore,referral,39,male,2024,2024-08
C04763,2024-07-13,low,Pune,ads,31,female,2024,2024-07
C04764,2025-11-08,medium,Pune,organic,38,male,2025,2025-11
C04765,2024-08-09,medium,Jaipur,ads,24,female,2024,2024-08
C04766,2024-03-01,medium,Delhi,ads,27,female,2024,2024-03
C04767,2024-05-08,high,Jaipur,organic,28,male,2024,2024-05
C04768,2025-11-15,low,Kolkata,organic,39,male,2025,2025-11
C04769,2024-06-04,medium,Hyderabad,ads,36,male,2024,2024-06
C04770,2025-01-12,medium,Bhubaneswar,organic,33,female,2025,2025-01
C04771,2025-09-13,medium,Bangalore,ads,41,male,2025,2025-09
C04772,2025-08-08,medium,Bangalore,organic,38,female,2025,2025-08
C04773,2025-03-12,high,Bhubaneswar,ads,32,female,2025,2025-03
C04774,2024-07-25,medium,Bhubaneswar,organic,24,male,2024,2024-07
C04775,2025-01-22,high,Bhubaneswar,referral,26,female,2025,2025-01
C04776,2025-04-24,high,Delhi,ads,20,female,2025,2025-04
C04777,2024-12-05,low,Bhubaneswar,organic,36,male,2024,2024-12
C04778,2024-12-05,high,Bhubaneswar,ads,26,female,2024,2024-12
C04779,2024-07-22,medium,Mumbai,referral,30,female,2024,2024-07
C04780,2024-06-09,medium,Ahmedabad,ads,33,male,2024,2024-06
C04781,2025-06-23,medium,Pune,ads,45,male,2025,2025-06
C04782,2025-01-26,high,Bhubaneswar,organic,44,male,2025,2025-01
C04783,2025-11-07,low,Mumbai,ads,34,male,2025,2025-11
C04784,2025-07-28,low,Kolkata,ads,47,male,2025,2025-07
C04785,2025-06-17,medium,Pune,ads,18,female,2025,2025-06
C04786,2024-03-10,medium,Hyderabad,referral,53,male,2024,2024-03
C04787,2025-02-08,low,Pune,organic,41,male,2025,2025-02
C04788,2025-08-30,low,Delhi,organic,36,male,2025,2025-08
C04789,2025-11-05,medium,Bhubaneswar,referral,26,female,2025,2025-11
C04790,2025-08-13,high,Pune,ads,30,male,2025,2025-08
C04791,2025-05-31,medium,Kolkata,organic,41,male,2025,2025-05
C04792,2024-04-29,medium,Delhi,organic,41,male,2024,2024-04
C04793,2025-11-20,high,Bhubaneswar,referral,41,female,2025,2025-11
C04794,2025-11-18,medium,Jaipur,organic,27,female,2025,2025-11
C04795,2024-08-04,medium,Pune,organic,25,male,2024,2024-08
C04796,2024-02-25,medium,Bhubaneswar,organic,36,male,2024,2024-02
C04797,2024-12-31,low,Jaipur,referral,42,male,2024,2024-12
C04798,2025-11-29,low,Delhi,referral,35,female,2025,2025-11
C04799,2025-05-18,medium,Chennai,ads,49,male,2025,2025-05
C04800,2025-03-30,low,Ahmedabad,ads,35,male,2025,2025-03
C04801,2024-04-13,high,Chennai,organic,34,female,2024,2024-04
C04802,2024-03-17,low,Jaipur,organic,41,male,2024,2024-03
C04803,2024-08-17,high,Bangalore,referral,47,female,2024,2024-08
C04804,2024-09-14,high,Ahmedabad,organic,21,male,2024,2024-09
C04805,2024-09-20,medium,Ahmedabad,ads,23,other,2024,2024-09
C04806,2024-11-26,medium,Kolkata,ads,31,other,2024,2024-11
C04807,2024-06-30,low,Kolkata,organic,65,female,2024,2024-06
C04808,2025-07-03,medium,Bhubaneswar,ads,32,female,2025,2025-07
C04809,2025-11-18,medium,Pune,ads,33,male,2025,2025-11
C04810,2024-01-27,medium,Chennai,ads,41,female,2024,2024-01
C04811,2024-10-02,medium,Hyderabad,organic,44,male,2024,2024-10
C04812,2025-10-13,medium,Bangalore,organic,36,female,2025,2025-10
C04813,2024-10-25,medium,Hyderabad,ads,46,male,2024,2024-10
C04814,2024-03-31,low,Bhubaneswar,referral,23,male,2024,2024-03
C04815,2025-04-24,low,Jaipur,organic,27,female,2025,2025-04
C04816,2025-07-26,low,Ahmedabad,referral,46,male,2025,2025-07
C04817,2025-04-02,medium,Bangalore,ads,35,female,2025,2025-04
C04818,2025-03-26,low,Bhubaneswar,referral,22,female,2025,2025-03
C04819,2024-12-30,medium,Bangalore,organic,21,male,2024,2024-12
C04820,2025-11-05,medium,Mumbai,organic,26,male,2025,2025-11
C04821,2024-12-16,medium,Chennai,organic,35,male,2024,2024-12
C04822,2025-10-16,low,Kolkata,organic,39,female,2025,2025-10
C04823,2025-02-03,low,Chennai,referral,31,other,2025,2025-02
C04824,2024-09-09,low,Hyderabad,organic,38,female,2024,2024-09
C04825,2025-04-03,low,Bangalore,ads,30,female,2025,2025-04
C04826,2025-11-29,low,Delhi,organic,47,male,2025,2025-11
C04827,2025-05-13,low,Kolkata,ads,60,male,2025,2025-05
C04828,2025-05-22,medium,Hyderabad,organic,31,male,2025,2025-05
C04829,2024-10-30,medium,Mumbai,organic,39,female,2024,2024-10
C04830,2025-05-15,medium,Mumbai,organic,38,male,2025,2025-05
C04831,2025-08-20,high,Delhi,ads,36,female,2025,2025-08
C04832,2024-06-14,medium,Ahmedabad,organic,41,female,2024,2024-06
C04833,2025-02-18,medium,Bangalore,organic,39,male,2025,2025-02
C04834,2025-04-06,medium,Mumbai,organic,30,male,2025,2025-04
C04835,2024-04-23,low,Kolkata,referral,48,male,2024,2024-04
C04836,2025-03-08,low,Hyderabad,ads,37,female,2025,2025-03
C04837,2024-12-21,high,Delhi,ads,31,male,2024,2024-12
C04838,2025-11-25,medium,Ahmedabad,ads,59,male,2025,2025-11
C04839,2024-07-25,medium,Ahmedabad,organic,33,female,2024,2024-07
C04840,2024-08-22,medium,Bhubaneswar,ads,37,male,2024,2024-08
C04841,2025-03-17,low,Hyderabad,organic,36,male,2025,2025-03
C04842,2024-12-20,medium,Kolkata,ads,33,female,2024,2024-12
C04843,2025-05-29,medium,Mumbai,ads,39,female,2025,2025-05
C04844,2024-07-26,low,Bhubaneswar,ads,26,female,2024,2024-07
C04845,2025-12-09,low,Pune,organic,40,male,2025,2025-12
C04846,2024-05-04,high,Kolkata,organic,18,male,2024,2024-05
C04847,2024-05-17,low,Bangalore,ads,22,female,2024,2024-05
C04848,2024-12-04,medium,Hyderabad,ads,53,male,2024,2024-12
C04849,2025-06-20,medium,Delhi,organic,22,female,2025,2025-06
C04850,2024-03-08,high,Mumbai,organic,18,male,2024,2024-03
C04851,2025-07-26,medium,Pune,referral,22,male,2025,2025-07
C04852,2025-06-24,medium,Bangalore,ads,52,male,2025,2025-06
C04853,2025-01-17,medium,Delhi,referral,18,female,2025,2025-01
C04854,2024-01-19,medium,Mumbai,organic,25,female,2024,2024-01
C04855,2025-11-13,low,Jaipur,ads,20,male,2025,2025-11
C04856,2025-03-25,medium,Jaipur,organic,32,female,2025,2025-03
C04857,2024-03-14,high,Ahmedabad,ads,30,male,2024,2024-03
C04858,2025-07-26,low,Pune,organic,30,male,2025,2025-07
C04859,2025-10-26,high,Pune,organic,53,male,2025,2025-10
C04860,2024-10-02,low,Jaipur,organic,23,male,2024,2024-10
C04861,2024-02-17,medium,Bhubaneswar,ads,33,male,2024,2024-02
C04862,2024-07-29,medium,Bhubaneswar,ads,38,male,2024,2024-07
C04863,2025-10-12,medium,Ahmedabad,ads,25,male,2025,2025-10
C04864,2025-09-13,high,Mumbai,referral,39,male,2025,2025-09
C04865,2025-11-25,medium,Bhubaneswar,ads,31,male,2025,2025-11
C04866,2025-06-23,high,Bhubaneswar,ads,38,female,2025,2025-06
C04867,2025-12-09,medium,Chennai,referral,33,female,2025,2025-12
C04868,2024-07-09,high,Chennai,ads,18,female,2024,2024-07
C04869,2024-11-10,medium,Kolkata,organic,48,male,2024,2024-11
C04870,2025-07-16,medium,Chennai,referral,55,male,2025,2025-07
C04871,2025-10-22,medium,Mumbai,organic,33,female,2025,2025-10
C04872,2025-07-15,high,Mumbai,ads,26,female,2025,2025-07
C04873,2024-04-22,high,Chennai,organic,50,female,2024,2024-04
C04874,2024-06-18,high,Bangalore,ads,53,female,2024,2024-06
C04875,2025-04-12,low,Delhi,ads,33,female,2025,2025-04
C04876,2025-11-08,medium,Ahmedabad,organic,32,female,2025,2025-11
C04877,2024-01-14,low,Mumbai,ads,34,female,2024,2024-01
C04878,2025-12-15,medium,Jaipur,ads,18,female,2025,2025-12
C04879,2024-10-14,medium,Mumbai,organic,32,female,2024,2024-10
C04880,2024-07-07,medium,Kolkata,organic,52,male,2024,2024-07
C04881,2024-06-03,low,Mumbai,organic,33,male,2024,2024-06
C04882,2025-07-20,medium,Pune,referral,24,male,2025,2025-07
C04883,2025-11-24,high,Jaipur,ads,39,male,2025,2025-11
C04884,2025-12-22,medium,Delhi,referral,28,male,2025,2025-12
C04885,2025-04-15,medium,Mumbai,organic,34,male,2025,2025-04
C04886,2024-03-15,medium,Chennai,organic,22,male,2024,2024-03
C04887,2024-10-03,medium,Mumbai,organic,24,female,2024,2024-10
C04888,2025-10-06,medium,Ahmedabad,organic,42,male,2025,2025-10
C04889,2024-12-08,medium,Kolkata,ads,36,female,2024,2024-12
C04890,2025-02-28,medium,Ahmedabad,referral,27,male,2025,2025-02
C04891,2025-07-24,low,Delhi,organic,36,female,2025,2025-07
C04892,2025-05-25,low,Delhi,referral,28,female,2025,2025-05
C04893,2024-06-30,medium,Delhi,organic,27,male,2024,2024-06
C04894,2025-04-02,medium,Kolkata,referral,46,female,2025,2025-04
C04895,2024-03-04,low,Ahmedabad,organic,42,male,2024,2024-03
C04896,2024-09-16,medium,Bhubaneswar,referral,34,female,2024,2024-09
C04897,2024-07-11,medium,Pune,organic,36,female,2024,2024-07
C04898,2025-10-16,low,Delhi,referral,34,male,2025,2025-10
C04899,2025-09-07,medium,Bangalore,organic,39,male,2025,2025-09
C04900,2025-02-09,high,Ahmedabad,organic,27,male,2025,2025-02
C04901,2025-12-26,low,Ahmedabad,ads,43,female,2025,2025-12
C04902,2025-12-21,high,Chennai,organic,38,female,2025,2025-12
C04903,2024-04-02,low,Hyderabad,ads,32,male,2024,2024-04
C04904,2025-03-05,low,Hyderabad,referral,30,female,2025,2025-03
C04905,2025-10-15,low,Jaipur,ads,43,male,2025,2025-10
C04906,2025-03-09,high,Kolkata,ads,33,male,2025,2025-03
C04907,2025-02-07,medium,Delhi,organic,28,female,2025,2025-02
C04908,2025-03-09,medium,Chennai,ads,31,male,2025,2025-03
C04909,2024-04-21,medium,Delhi,ads,42,male,2024,2024-04
C04910,2025-01-09,high,Delhi,referral,18,female,2025,2025-01
C04911,2024-02-28,medium,Chennai,organic,31,male,2024,2024-02
C04912,2024-02-12,medium,Chennai,ads,45,male,2024,2024-02
C04913,2024-07-25,high,Pune,organic,33,male,2024,2024-07
C04914,2024-10-22,medium,Mumbai,organic,37,female,2024,2024-10
C04915,2024-04-27,low,Hyderabad,organic,45,female,2024,2024-04
C04916,2025-06-15,low,Mumbai,organic,43,male,2025,2025-06
C04917,2024-08-09,low,Jaipur,organic,30,female,2024,2024-08
C04918,2024-06-14,medium,Chennai,organic,33,female,2024,2024-06
C04919,2025-10-04,low,Kolkata,referral,44,female,2025,2025-10
C04920,2024-06-04,low,Jaipur,organic,44,female,2024,2024-06
C04921,2024-07-02,medium,Chennai,referral,34,male,2024,2024-07
C04922,2024-03-30,high,Mumbai,organic,34,male,2024,2024-03
C04923,2024-04-03,medium,Bhubaneswar,organic,37,female,2024,2024-04
C04924,2024-01-13,medium,Bhubaneswar,ads,48,male,2024,2024-01
C04925,2025-03-13,medium,Hyderabad,ads,45,male,2025,2025-03
C04926,2025-06-21,medium,Bangalore,ads,41,male,2025,2025-06
C04927,2025-08-09,low,Kolkata,ads,24,female,2025,2025-08
C04928,2024-05-29,medium,Delhi,organic,32,male,2024,2024-05
C04929,2025-10-21,high,Ahmedabad,ads,32,male,2025,2025-10
C04930,2024-01-08,low,Jaipur,ads,49,male,2024,2024-01
C04931,2024-01-29,medium,Chennai,organic,32,female,2024,2024-01
C04932,2024-10-22,low,Bhubaneswar,referral,47,female,2024,2024-10
C04933,2025-12-21,high,Bangalore,ads,29,male,2025,2025-12
C04934,2025-10-01,low,Kolkata,organic,30,female,2025,2025-10
C04935,2024-12-05,high,Kolkata,referral,39,female,2024,2024-12
C04936,2025-09-19,medium,Bhubaneswar,referral,50,female,2025,2025-09
C04937,2025-03-14,high,Ahmedabad,ads,32,male,2025,2025-03
C04938,2024-05-23,low,Bangalore,organic,18,female,2024,2024-05
C04939,2025-06-02,low,Pune,referral,19,female,2025,2025-06
C04940,2024-02-14,medium,Ahmedabad,organic,37,male,2024,2024-02
C04941,2024-08-26,low,Mumbai,organic,20,male,2024,2024-08
C04942,2024-06-03,medium,Kolkata,organic,26,male,2024,2024-06
C04943,2024-06-29,medium,Bangalore,ads,35,female,2024,2024-06
C04944,2024-08-02,low,Bhubaneswar,referral,18,female,2024,2024-08
C04945,2024-03-28,medium,Kolkata,ads,31,male,2024,2024-03
C04946,2024-09-12,medium,Ahmedabad,referral,23,male,2024,2024-09
C04947,2025-05-25,low,Delhi,organic,20,female,2025,2025-05
C04948,2024-03-13,low,Delhi,organic,26,female,2024,2024-03
C04949,2024-06-27,low,Kolkata,ads,24,female,2024,2024-06
C04950,2024-07-30,low,Bangalore,referral,39,female,2024,2024-07
C04951,2024-08-21,high,Bangalore,ads,46,male,2024,2024-08
C04952,2025-04-09,low,Jaipur,organic,31,male,2025,2025-04
C04953,2024-08-10,medium,Mumbai,organic,29,female,2024,2024-08
C04954,2025-09-22,low,Jaipur,organic,30,male,2025,2025-09
C04955,2024-09-20,medium,Jaipur,organic,23,male,2024,2024-09
C04956,2024-07-25,medium,Mumbai,organic,22,male,2024,2024-07
C04957,2025-08-29,medium,Bhubaneswar,referral,18,female,2025,2025-08
C04958,2024-12-31,medium,Delhi,ads,21,male,2024,2024-12
C04959,2024-10-02,high,Bhubaneswar,ads,51,male,2024,2024-10
C04960,2025-01-14,low,Jaipur,organic,28,female,2025,2025-01
C04961,2024-11-04,low,Bangalore,organic,18,female,2024,2024-11
C04962,2025-09-22,high,Mumbai,ads,29,female,2025,2025-09
C04963,2024-09-24,low,Ahmedabad,referral,19,female,2024,2024-09
C04964,2024-03-04,medium,Chennai,ads,35,male,2024,2024-03
C04965,2024-12-15,medium,Chennai,referral,34,male,2024,2024-12
C04966,2025-05-08,medium,Hyderabad,referral,35,female,2025,2025-05
C04967,2025-06-06,low,Kolkata,organic,34,female,2025,2025-06
C04968,2024-04-07,low,Pune,organic,31,female,2024,2024-04
C04969,2024-03-11,medium,Pune,ads,20,male,2024,2024-03
C04970,2024-12-29,medium,Ahmedabad,ads,34,male,2024,2024-12
C04971,2025-07-23,high,Hyderabad,organic,45,female,2025,2025-07
C04972,2024-10-02,medium,Delhi,ads,53,female,2024,2024-10
C04973,2024-02-19,high,Ahmedabad,ads,32,other,2024,2024-02
C04974,2024-12-23,medium,Jaipur,referral,33,female,2024,2024-12
C04975,2025-12-28,medium,Ahmedabad,organic,40,female,2025,2025-12
C04976,2025-07-17,low,Chennai,organic,49,female,2025,2025-07
C04977,2025-04-29,medium,Pune,ads,30,female,2025,2025-04
C04978,2024-03-24,medium,Delhi,ads,41,male,2024,2024-03
C04979,2025-09-29,medium,Kolkata,ads,26,female,2025,2025-09
C04980,2025-08-06,low,Jaipur,referral,38,female,2025,2025-08
C04981,2024-10-22,low,Kolkata,ads,44,female,2024,2024-10
C04982,2024-08-23,low,Chennai,ads,22,female,2024,2024-08
C04983,2024-02-25,medium,Hyderabad,organic,29,male,2024,2024-02
C04984,2024-12-25,low,Kolkata,ads,44,male,2024,2024-12
C04985,2024-04-19,high,Hyderabad,ads,41,male,2024,2024-04
C04986,2024-07-10,medium,Jaipur,referral,45,male,2024,2024-07
C04987,2024-04-02,medium,Pune,referral,43,male,2024,2024-04
C04988,2025-07-21,medium,Bangalore,ads,31,female,2025,2025-07
C04989,2024-02-29,low,Ahmedabad,ads,56,male,2024,2024-02
C04990,2025-10-11,low,Bhubaneswar,organic,36,male,2025,2025-10
C04991,2024-02-08,high,Delhi,organic,18,other,2024,2024-02
C04992,2025-06-23,high,Mumbai,organic,32,male,2025,2025-06
C04993,2024-02-18,medium,Mumbai,organic,30,female,2024,2024-02
C04994,2025-02-23,medium,Jaipur,ads,42,male,2025,2025-02
C04995,2025-09-28,medium,Ahmedabad,organic,30,female,2025,2025-09
C04996,2024-01-13,low,Ahmedabad,ads,45,male,2024,2024-01
C04997,2024-02-05,low,Ahmedabad,ads,40,female,2024,2024-02
C04998,2024-04-10,medium,Delhi,ads,24,female,2024,2024-04
C04999,2024-03-26,low,Pune,ads,33,female,2024,2024-03
C05000,2025-05-30,medium,Bangalore,organic,27,male,2025,2025-05
C05001,2024-08-10,medium,Ahmedabad,referral,36,male,2024,2024-08
C05002,2024-12-03,medium,Bhubaneswar,organic,27,female,2024,2024-12
C05003,2024-06-14,medium,Bangalore,referral,35,male,2024,2024-06
C05004,2025-01-17,low,Delhi,organic,32,male,2025,2025-01
C05005,2025-01-10,medium,Ahmedabad,ads,33,female,2025,2025-01
C05006,2025-04-15,medium,Jaipur,organic,55,male,2025,2025-04
C05007,2025-10-03,medium,Delhi,organic,31,male,2025,2025-10
C05008,2024-01-31,low,Bangalore,ads,18,male,2024,2024-01
C05009,2025-01-09,medium,Hyderabad,ads,45,male,2025,2025-01
C05010,2024-01-11,low,Hyderabad,organic,45,male,2024,2024-01
C05011,2024-10-28,low,Jaipur,ads,18,male,2024,2024-10
C05012,2024-04-05,medium,Kolkata,organic,27,female,2024,2024-04
C05013,2024-07-08,medium,Mumbai,organic,39,female,2024,2024-07
C05014,2025-03-28,low,Jaipur,referral,40,male,2025,2025-03
C05015,2024-07-10,medium,Hyderabad,referral,34,female,2024,2024-07
C05016,2025-04-30,low,Jaipur,ads,35,female,2025,2025-04
C05017,2024-09-22,medium,Chennai,organic,25,female,2024,2024-09
C05018,2025-02-27,high,Hyderabad,organic,18,other,2025,2025-02
C05019,2024-05-07,low,Pune,referral,55,male,2024,2024-05
C05020,2024-08-25,low,Ahmedabad,organic,25,female,2024,2024-08
C05021,2024-12-20,low,Pune,referral,36,female,2024,2024-12
C05022,2024-04-21,medium,Kolkata,organic,33,male,2024,2024-04
C05023,2025-03-21,low,Jaipur,referral,43,female,2025,2025-03
C05024,2024-12-08,low,Chennai,organic,36,female,2024,2024-12
C05025,2024-05-24,low,Hyderabad,organic,36,male,2024,2024-05
C05026,2024-03-05,medium,Ahmedabad,ads,18,male,2024,2024-03
C05027,2024-09-03,medium,Chennai,referral,26,female,2024,2024-09
C05028,2025-05-04,low,Chennai,referral,42,female,2025,2025-05
C05029,2025-03-14,medium,Pune,ads,41,female,2025,2025-03
C05030,2024-04-15,medium,Mumbai,ads,25,female,2024,2024-04
C05031,2024-06-29,medium,Bangalore,ads,19,male,2024,2024-06
C05032,2024-07-02,medium,Mumbai,ads,36,male,2024,2024-07
C05033,2024-08-13,medium,Jaipur,referral,18,female,2024,2024-08
C05034,2024-03-29,high,Jaipur,ads,23,female,2024,2024-03
C05035,2025-11-18,low,Mumbai,ads,52,female,2025,2025-11
C05036,2025-06-13,medium,Bangalore,ads,49,other,2025,2025-06
C05037,2025-01-05,medium,Hyderabad,ads,39,female,2025,2025-01
C05038,2025-02-02,high,Chennai,referral,38,male,2025,2025-02
C05039,2024-04-15,high,Chennai,organic,18,male,2024,2024-04
C05040,2024-09-27,medium,Mumbai,organic,27,male,2024,2024-09
C05041,2025-05-17,low,Mumbai,ads,32,male,2025,2025-05
C05042,2025-11-09,high,Delhi,organic,27,female,2025,2025-11
C05043,2025-06-08,low,Bangalore,ads,31,male,2025,2025-06
C05044,2024-02-01,medium,Pune,referral,47,female,2024,2024-02
C05045,2025-01-27,medium,Chennai,ads,29,female,2025,2025-01
C05046,2024-02-09,high,Pune,referral,31,female,2024,2024-02
C05047,2025-10-21,high,Ahmedabad,organic,42,male,2025,2025-10
C05048,2024-08-05,low,Hyderabad,referral,20,male,2024,2024-08
C05049,2025-12-31,low,Mumbai,ads,26,female,2025,2025-12
C05050,2024-03-22,medium,Delhi,organic,27,female,2024,2024-03
C05051,2025-12-20,high,Delhi,ads,35,female,2025,2025-12
C05052,2024-07-19,medium,Jaipur,referral,31,female,2024,2024-07
C05053,2025-03-22,medium,Ahmedabad,organic,31,male,2025,2025-03
C05054,2025-03-03,low,Hyderabad,ads,28,male,2025,2025-03
C05055,2024-02-07,medium,Hyderabad,referral,24,female,2024,2024-02
C05056,2024-07-29,low,Kolkata,organic,41,male,2024,2024-07
C05057,2025-03-19,medium,Mumbai,ads,31,female,2025,2025-03
C05058,2024-11-22,medium,Jaipur,ads,41,female,2024,2024-11
C05059,2024-08-14,medium,Bangalore,organic,23,male,2024,2024-08
C05060,2024-02-17,high,Bangalore,ads,28,male,2024,2024-02
C05061,2024-01-18,low,Bhubaneswar,organic,32,female,2024,2024-01
C05062,2025-03-14,medium,Hyderabad,ads,33,female,2025,2025-03
C05063,2025-12-08,low,Pune,organic,42,female,2025,2025-12
C05064,2024-07-05,high,Ahmedabad,organic,30,male,2024,2024-07
C05065,2024-12-10,low,Delhi,ads,42,male,2024,2024-12
C05066,2024-08-11,high,Mumbai,organic,38,other,2024,2024-08
C05067,2025-05-02,low,Ahmedabad,organic,33,male,2025,2025-05
C05068,2024-08-16,low,Chennai,referral,25,female,2024,2024-08
C05069,2025-01-24,low,Kolkata,referral,42,male,2025,2025-01
C05070,2025-08-11,medium,Delhi,referral,25,female,2025,2025-08
C05071,2024-07-06,low,Ahmedabad,ads,34,male,2024,2024-07
C05072,2024-09-26,medium,Ahmedabad,referral,34,female,2024,2024-09
C05073,2025-08-29,high,Kolkata,referral,32,other,2025,2025-08
C05074,2024-11-05,medium,Ahmedabad,ads,31,male,2024,2024-11
C05075,2024-05-11,high,Jaipur,organic,26,male,2024,2024-05
C05076,2025-07-04,low,Delhi,organic,18,female,2025,2025-07
C05077,2024-03-12,high,Chennai,ads,49,male,2024,2024-03
C05078,2025-11-02,medium,Delhi,referral,30,other,2025,2025-11
C05079,2024-07-05,medium,Kolkata,ads,33,male,2024,2024-07
C05080,2025-04-30,medium,Chennai,ads,33,male,2025,2025-04
C05081,2024-07-09,medium,Bangalore,organic,45,female,2024,2024-07
C05082,2025-02-25,high,Mumbai,organic,54,female,2025,2025-02
C05083,2024-04-29,medium,Hyderabad,ads,36,male,2024,2024-04
C05084,2024-08-07,medium,Bangalore,referral,33,male,2024,2024-08
C05085,2024-02-22,low,Jaipur,organic,23,male,2024,2024-02
C05086,2025-03-26,low,Delhi,referral,20,male,2025,2025-03
C05087,2025-02-15,low,Chennai,organic,18,male,2025,2025-02
C05088,2025-10-04,high,Mumbai,ads,27,female,2025,2025-10
C05089,2024-08-24,medium,Mumbai,ads,18,male,2024,2024-08
C05090,2025-12-20,high,Kolkata,referral,45,male,2025,2025-12
C05091,2025-02-09,high,Kolkata,organic,39,female,2025,2025-02
C05092,2025-08-30,medium,Kolkata,organic,32,male,2025,2025-08
C05093,2025-02-25,medium,Pune,organic,46,female,2025,2025-02
C05094,2025-12-12,medium,Delhi,referral,24,female,2025,2025-12
C05095,2024-09-03,medium,Bhubaneswar,organic,26,male,2024,2024-09
C05096,2024-03-12,low,Jaipur,organic,18,female,2024,2024-03
C05097,2024-07-03,medium,Ahmedabad,ads,42,female,2024,2024-07
C05098,2024-01-06,medium,Jaipur,ads,26,female,2024,2024-01
C05099,2024-07-24,medium,Hyderabad,referral,35,female,2024,2024-07
C05100,2025-06-27,medium,Kolkata,referral,45,female,2025,2025-06
C05101,2025-09-02,high,Hyderabad,ads,48,male,2025,2025-09
C05102,2025-01-21,medium,Jaipur,referral,34,male,2025,2025-01
C05103,2025-11-29,medium,Pune,ads,38,male,2025,2025-11
C05104,2024-03-16,low,Hyderabad,organic,25,female,2024,2024-03
C05105,2024-06-25,low,Delhi,referral,51,female,2024,2024-06
C05106,2024-12-14,medium,Chennai,ads,33,male,2024,2024-12
C05107,2024-09-11,medium,Bhubaneswar,ads,35,male,2024,2024-09
C05108,2025-12-02,medium,Bhubaneswar,ads,30,female,2025,2025-12
C05109,2024-11-03,low,Jaipur,ads,46,male,2024,2024-11
C05110,2024-12-10,medium,Ahmedabad,organic,36,male,2024,2024-12
C05111,2024-05-06,medium,Kolkata,ads,42,male,2024,2024-05
C05112,2024-10-13,high,Jaipur,referral,38,male,2024,2024-10
C05113,2025-12-25,high,Hyderabad,ads,32,other,2025,2025-12
C05114,2025-08-18,low,Pune,organic,44,other,2025,2025-08
C05115,2025-05-01,medium,Chennai,referral,38,male,2025,2025-05
C05116,2025-01-17,medium,Bhubaneswar,organic,25,other,2025,2025-01
C05117,2025-02-09,medium,Bangalore,organic,25,male,2025,2025-02
C05118,2025-01-22,medium,Bhubaneswar,organic,36,female,2025,2025-01
C05119,2025-06-08,low,Chennai,organic,44,male,2025,2025-06
C05120,2025-07-10,low,Delhi,ads,51,female,2025,2025-07
C05121,2025-09-30,medium,Hyderabad,ads,18,male,2025,2025-09
C05122,2025-09-17,high,Mumbai,referral,35,male,2025,2025-09
